DISTRICT,YEAR,SPSTTOFC,SPSUTOFC,SPSSTOFC,SPSCTOFC,SPSETOFC,SPST00FC,SPST01FC,SPST06FC,SPST11FC,SPST20FC,SPSTNOFC,SPSTBAFC,SPSTMSFC,SPSTPHFC,SPSPCOFC,SPSECOFC,SPSPTOFC,SPSXTOFC,SPSATOFC,SPSOTOFC,SPSTINFC,SPSTPIFC,SPSTASFC,SPSTBLFC,SPSTHIFC,SPSTWHFC,SPSTTWFC,SPSTMAFC,SPSTFEFC,SPSXCOFC,SPSTREFC,SPSTVOFC,SPSTBIFC,SPSTCOFC,SPSTGIFC,SPSTSPFC,SPSTOPFC,SPSTURNR,SPSTTENA,SPSTEXPA,SPSAMIFC,SPCTSOCA,SPCTSCIA,SPCTMATA,SPCTGMEA,SPCTGKGA,SPCTG06A,SPCTG05A,SPCTG04A,SPCTG03A,SPCTG02A,SPCTG01A,SPCTFLAA,SPCTENGA,SPSPTOFP,SPSTTOFP,SPSUTOFP,SPSSTOFP,SPSCTOFP,SPSETOFP,SPSXTOFP,SPSAMIFP,SPSTNOFP,SPSTBAFP,SPSTMSFP,SPSTPHFP,SPST00FP,SPST01FP,SPST06FP,SPST11FP,SPST20FP,SPSTREFP,SPSTVOFP,SPSTBIFP,SPSTCOFP,SPSTGIFP,SPSTSPFP,SPSTOPFP,SPSTBLFP,SPSTWHFP,SPSTHIFP,SPSTPIFP,SPSTINFP,SPSTASFP,SPSTTWFP,SPSTMAFP,SPSTFEFP,SPSTKIDR,SPST00SA,SPST01SA,SPST06SA,SPST11SA,SPST20SA,SPSTTOSA,SPSUTOSA,SPSSTOSA,SPSCTOSA,SPFEIERP,SPSAINHP
1,2014,334510.47,61075.2,19207.1,6785.42,62009.52,27783.77,84723.1,76407.4,90394.5,55201.72,2948.25,252097.57,77560.59,1904.07,1149.32,230.976,421578.19,172953.72,656541.43,1984.05,1219.29,284.554,4552.46,32073.49,84412.85,208434.71,3533.12,77811.46,256699.01,565.114,243086.57,13981.65,19469.8,10075.73,6446.86,30419.63,11030.24,16.2332,7.64643,11.2263,300229.55,19.6,19.1,18.1,24.5,19.4,20.6,21.2,19.3,19.3,19.3,19.5,18.9,17.4,64.212,50.9504,9.30257,2.9255,1.03351,9.44488,26.3432,45.729,0.88136,75.3631,23.1863,0.56921,8.3058,25.3275,22.8416,27.0229,16.5022,72.6693,4.17974,5.82039,3.01208,1.92725,9.09377,3.29743,9.58819,62.3104,25.2347,0.085066,0.3645,1.36093,1.0562,23.2613,76.7387,15.3534,43480.27,45379.5,47854.5,51492.81,59032.39,49692.11,58550.9,72764.16,94630.24,63.7,64.4
