DISTRICT,YEAR,SACRR08R,SICRR08R,SPCRR08R,SBCRR08R,SHCRR08R,SWCRR08R,SMCRR08R,SFCRR08R,SSCRR08R,SECRR08R,SLCRR08R,SRCRR08R,SACRM08R,SICRM08R,SPCRM08R,SBCRM08R,SHCRM08R,SWCRM08R,SMCRM08R,SFCRM08R,SSCRM08R,SECRM08R,SLCRM08R,SRCRM08R,SACRB08R,SICRB08R,SPCRB08R,SBCRB08R,SHCRB08R,SWCRB08R,SMCRB08R,SFCRB08R,SSCRB08R,SECRB08R,SLCRB08R,SRCRB08R,SACRR07R,SICRR07R,SPCRR07R,SBCRR07R,SHCRR07R,SWCRR07R,SMCRR07R,SFCRR07R,SSCRR07R,SECRR07R,SLCRR07R,SRCRR07R,SACRM07R,SICRM07R,SPCRM07R,SBCRM07R,SHCRM07R,SWCRM07R,SMCRM07R,SFCRM07R,SSCRM07R,SECRM07R,SLCRM07R,SRCRM07R,SACRB07R,SICRB07R,SPCRB07R,SBCRB07R,SHCRB07R,SWCRB07R,SMCRB07R,SFCRB07R,SSCRB07R,SECRB07R,SLCRB07R,SRCRB07R,SA0CT08R,SB0CT08R,SW0CT08R,SH0CT08R,SF0CT08R,SM0CT08R,SI0CT08R,SP0CT08R,SA0CC08R,SB0CC08R,SW0CC08R,SH0CC08R,SF0CC08R,SM0CC08R,SI0CC08R,SP0CC08R,SA0CS08R,SI0CS08R,SP0CS08R,SB0CS08R,SH0CS08R,SW0CS08R,SF0CS08R,SM0CS08R,SA0CA08R,SI0CA08R,SP0CA08R,SB0CA08R,SH0CA08R,SW0CA08R,SF0CA08R,SM0CA08R,SA0CT07R,SB0CT07R,SW0CT07R,SH0CT07R,SF0CT07R,SM0CT07R,SI0CT07R,SP0CT07R,SA0CC07R,SB0CC07R,SW0CC07R,SH0CC07R,SF0CC07R,SM0CC07R,SI0CC07R,SP0CC07R,SA0CS07R,SB0CS07R,SH0CS07R,SI0CS07R,SP0CS07R,SW0CS07R,SM0CS07R,SF0CS07R,SA0CA07R,SB0CA07R,SH0CA07R,SI0CA07R,SP0CA07R,SW0CA07R,SM0CA07R,SF0CA07R
state,2009,59,64,73,44,48,70,55,63,16,44,6,37,58,65,80,37,48,70,63,54,17,45,23,29,44,51,66,25,32,57,45,44,8,28,4,15,49,50,67,34,38,59,44,54,13,34,4,28,56,59,77,33,45,66,59,52,15,42,23,28,37,40,60,19,25,49,36,38,6,21,2,12,65,72.2,70.6,52.6,67.3,62.5,68,89.6,27.2,7.9,39.6,11.7,24.7,30,31.9,48.1,987,1010,1100,855,897,1060,972,1005,20.5,21.6,23.9,17.3,18.1,22.3,20.4,20.6,68.2,72.7,71.8,54,70.8,64.8,83.7,89.9,27,8,38.2,11.9,24.7,29.8,27.1,47.7,992,867,914,998,1095,1056,1010,978,20.2,16.9,18,20.9,23.1,22,20.2,20.1
