DISTRICT,YEAR,SA0GH13N,SA0GR13N,SA0GM13N,SB0GR13N,SH0GR13N,SW0GR13N,SI0GR13N,S30GR13N,S40GR13N,S20GR13N,SS0GR13N,SA0GR13R,SA0GH13R,SA0GM13R,SB0GR13R,SH0GR13R,SW0GR13R,SI0GR13R,S30GR13R,S40GR13R,S20GR13R,SS0GR13R,SPETALLC,SPETSPEC,SPETLEPC,SPETECOC,SPETNEDC,SPETGIFC,SPETVOCC,SPETBILC,SPETRSKC,SPETGEEC,SPETGPKC,SPETGKNC,SPETG01C,SPETG02C,SPETG03C,SPETG04C,SPETG05C,SPETG06C,SPETG07C,SPETG08C,SPETG09C,SPETG10C,SPETG11C,SPETG12C,SPETHISC,SPETBLAC,SPETWHIC,SPETASIC,SPETPCIC,SPETTWOC,SPETINDC,SAPID14N,SPERRAKR,SPERRA1R,SPERRA2R,SPERRA3R,SPERRA4R,SPERRA5R,SPERRA6R,SPERRA7R,SPERRA8R,SPERSAKR,SPERSA1R,SPERSA2R,SPERSA3R,SPERSA4R,SPERSA5R,SPERSA6R,SPERSA7R,SPERSA8R,SAUND13R,SAUND13C,SPETDISC,SPETDISP,SPETWHIP,SPETBLAP,SPETHISP,SPETINDP,SPETASIP,SPETPCIP,SPETTWOP,SPETECOP,SPETNEDP,SPETRSKP,SPETLEPP,SPETSPEP,SPETVOCP,SPETBILP,SPETGIFP,SPETGEEP,SPETGPKP,SPETGKNP,SPETG01P,SPETG02P,SPETG03P,SPETG04P,SPETG05P,SPETG06P,SPETG07P,SPETG08P,SPETG09P,SPETG10P,SPETG11P,SPETG12P,SAPID14R,SPEMALLC,SPEMALLP
1,2014,246020,301418,55398,38798,139785,104466,1311,11650,394,5014,24744,100,81.6,18.4,12.9,46.4,34.7,0.4,3.9,0.1,1.7,8.2,5135880,434825,899780,3092125,2043755,391932,1140598,878569,2562457,12304,225664,391421,409208,394217,389813,383388,382742,376456,385387,379597,408020,362356,330064,305243,2660463,650919,1511700,189483,6778,96395,20142,5111,2,4.4,2.9,2.2,1.3,1.5,0.8,1,1.1,8.9,8.3,4,1.8,1,1.2,1,1.1,1.5,0.3,7351,82653,1.6,29.4,12.7,51.8,0.4,3.7,0.1,1.9,60.2,39.8,49.9,17.5,8.5,22.2,17.1,7.6,0.2,4.4,7.6,8,7.7,7.6,7.5,7.5,7.3,7.5,7.4,7.9,7.1,6.4,5.9,0.1,845270,17.1
