DISTRICT,YEAR,S22C413R,S23C413R,S2DC413R,S2EC413R,S2GC413R,S2NC413R,S32C413R,S33C413R,S3DC413R,S3EC413R,S3GC413R,S3NC413R,S42C413R,S43C413R,S4DC413R,S4EC413R,S4GC413R,S4NC413R,SA2C413R,SA3C413R,SADC413R,SAEC413R,SAGC413R,SANC413R,SB2C413R,SB3C413R,SBDC413R,SBEC413R,SBGC413R,SBNC413R,SE2C413R,SE3C413R,SEDC413R,SEEC413R,SEGC413R,SENC413R,SF2C413R,SF3C413R,SFDC413R,SFEC413R,SFGC413R,SFNC413R,SH2C413R,SH3C413R,SHDC413R,SHEC413R,SHGC413R,SHNC413R,SI2C413R,SI3C413R,SIDC413R,SIEC413R,SIGC413R,SINC413R,SL2C413R,SL3C413R,SLDC413R,SLEC413R,SLGC413R,SLNC413R,SM2C413R,SM3C413R,SMDC413R,SMEC413R,SMGC413R,SMNC413R,SR2C413R,SR3C413R,SRDC413R,SREC413R,SRGC413R,SRNC413R,SS2C413R,SS3C413R,SSDC413R,SSEC413R,SSGC413R,SSNC413R,SW2C413R,SW3C413R,SWDC413R,SWEC413R,SWGC413R,SWNC413R,S22C412R,S23C412R,S2DC412R,S2EC412R,S2GC412R,S2NC412R,S32C412R,S33C412R,S3DC412R,S3EC412R,S3GC412R,S3NC412R,S42C412R,S43C412R,S4DC412R,S4EC412R,S4GC412R,S4NC412R,SA2C412R,SA3C412R,SADC412R,SAEC412R,SAGC412R,SANC412R,SB2C412R,SB3C412R,SBDC412R,SBEC412R,SBGC412R,SBNC412R,SE2C412R,SE3C412R,SEDC412R,SEEC412R,SEGC412R,SENC412R,SF2C412R,SF3C412R,SFDC412R,SFEC412R,SFGC412R,SFNC412R,SH2C412R,SH3C412R,SHDC412R,SHEC412R,SHGC412R,SHNC412R,SI2C412R,SI3C412R,SIDC412R,SIEC412R,SIGC412R,SINC412R,SL2C412R,SL3C412R,SLDC412R,SLEC412R,SLGC412R,SLNC412R,SM2C412R,SM3C412R,SMDC412R,SMEC412R,SMGC412R,SMNC412R,SR2C412R,SR3C412R,SRDC412R,SREC412R,SRGC412R,SRNC412R,SS2C412R,SS3C412R,SSDC412R,SSEC412R,SSGC412R,SSNC412R,SW2C412R,SW3C412R,SWDC412R,SWEC412R,SWGC412R,SWNC412R
1,2014,95.6,92.6,4.4,0.9,91.7,3.1,97,94,3,0.2,93.8,3,94.7,90,5.3,0.5,89.5,4.7,93.4,88.9,6.6,0.8,88,4.6,90.1,84.8,9.9,0.7,84.1,5.3,91.5,86.1,8.5,0.9,85.2,5.4,94.6,90.9,5.4,0.6,90.3,3.6,91.8,85.9,8.2,0.8,85.1,5.9,91.5,87.2,8.5,1.3,85.8,4.4,76.3,62.2,23.7,0.6,61.7,14.1,92.3,86.9,7.7,1,85.9,5.4,90.1,82.3,9.9,1.1,81.2,7.8,88.9,78.2,11.1,0.5,77.8,10.7,96.5,93.9,3.5,0.9,93,2.6,96.3,93.4,3.7,1,92.4,2.9,97.9,94.6,2.1,0.2,94.4,3.3,95.9,89.4,4.1,0.5,89,6.5,93.7,88.7,6.3,1,87.7,5,89.9,84.4,10.1,0.8,83.5,5.5,92.2,86.1,7.8,1,85.1,6.1,94.8,90.8,5.2,0.7,90.1,4,92,85.3,8,1,84.3,6.7,92.9,88.7,7.1,2,86.7,4.2,75,59.7,25,0.6,59.1,15.4,92.6,86.7,7.4,1.3,85.4,5.9,90.5,81.8,9.5,1.3,80.5,8.6,88.8,77.6,11.2,0.7,76.9,11.2,96.8,94.1,3.2,1.1,93,2.7
