DISTRICT,YEAR,SPETALLC,SPETSPEC,SPETLEPC,SPETECOC,SPETGIFC,SPETVOCC,SPETBILC,SPETGEEC,SPETGPKC,SPETGKNC,SPETG01C,SPETG02C,SPETG03C,SPETG04C,SPETG05C,SPETG06C,SPETG07C,SPETG08C,SPETG09C,SPETG10C,SPETG11C,SPETG12C,SPETHISC,SPETBLAC,SPETWHIC,SPETINDC,SPETPACC,SPERRAKR,SPERRA1R,SPERRA2R,SPERRA3R,SPERRA4R,SPERRA5R,SPERRA6R,SPERRA7R,SPERRA8R,SPERSAKR,SPERSA1R,SPERSA2R,SPERSA3R,SPERSA4R,SPERSA5R,SPERSA6R,SPERSA7R,SPERSA8R,SA0GA98N,SA0GH98N,SA0GR98N,SB0GR98N,SH0GR98N,SW0GR98N,SI0GR98N,SP0GR98N,SS0GR98N,SPETWHIP,SPETBLAP,SPETHISP,SPETINDP,SPETPACP,SPETECOP,SPETLEPP,SPETSPEP,SPETVOCP,SPETBILP,SPETGIFP,SPETGEEP,SPETGPKP,SPETGKNP,SPETG01P,SPETG02P,SPETG03P,SPETG04P,SPETG05P,SPETG06P,SPETG07P,SPETG08P,SPETG09P,SPETG10P,SPETG11P,SPETG12P
state,1999,3945367,476712,533741,1914547,330113,704123,479040,13869,123076,290432,318863,309313,307892,301475,299362,300246,303921,299760,350743,273161,240751,212503,1523769,567998,1741690,11904,100006,1.7,5.4,2.8,1.8,1.2,0.7,1.6,2.8,1.9,7.9,10.7,4.8,2.6,1.7,2,2.3,3.3,3.4,60737,17118,197186,25165,60362,104792,604,6263,18270,44.1,14.4,38.6,0.3,2.5,48.5,13.5,12.1,17.8,12.1,8.4,0.4,3.1,7.4,8.1,7.8,7.8,7.6,7.6,7.6,7.7,7.6,8.9,6.9,6.1,5.4
