DISTRICT,YEAR,SACRR09R,SICRR09R,SPCRR09R,SBCRR09R,SHCRR09R,SWCRR09R,SMCRR09R,SFCRR09R,SSCRR09R,SECRR09R,SLCRR09R,SRCRR09R,SACRM09R,SICRM09R,SPCRM09R,SBCRM09R,SHCRM09R,SWCRM09R,SMCRM09R,SFCRM09R,SSCRM09R,SECRM09R,SLCRM09R,SRCRM09R,SACRB09R,SICRB09R,SPCRB09R,SBCRB09R,SHCRB09R,SWCRB09R,SMCRB09R,SFCRB09R,SSCRB09R,SECRB09R,SLCRB09R,SRCRB09R,SACRR08R,SICRR08R,SPCRR08R,SBCRR08R,SHCRR08R,SWCRR08R,SMCRR08R,SFCRR08R,SSCRR08R,SECRR08R,SLCRR08R,SRCRR08R,SACRM08R,SICRM08R,SPCRM08R,SBCRM08R,SHCRM08R,SWCRM08R,SMCRM08R,SFCRM08R,SSCRM08R,SECRM08R,SLCRM08R,SRCRM08R,SACRB08R,SICRB08R,SPCRB08R,SBCRB08R,SHCRB08R,SWCRB08R,SMCRB08R,SFCRB08R,SSCRB08R,SECRB08R,SLCRB08R,SRCRB08R,SA0CT09R,SB0CT09R,SW0CT09R,SH0CT09R,SF0CT09R,SM0CT09R,SI0CT09R,SP0CT09R,SA0CC09R,SB0CC09R,SW0CC09R,SH0CC09R,SF0CC09R,SM0CC09R,SI0CC09R,SP0CC09R,SA0CS09R,SI0CS09R,SP0CS09R,SB0CS09R,SH0CS09R,SW0CS09R,SF0CS09R,SM0CS09R,SA0CA09R,SI0CA09R,SP0CA09R,SB0CA09R,SH0CA09R,SW0CA09R,SF0CA09R,SM0CA09R,SA0CT08R,SB0CT08R,SW0CT08R,SH0CT08R,SF0CT08R,SM0CT08R,SI0CT08R,SP0CT08R,SA0CC08R,SB0CC08R,SW0CC08R,SH0CC08R,SF0CC08R,SM0CC08R,SI0CC08R,SP0CC08R,SA0CS08R,SI0CS08R,SP0CS08R,SB0CS08R,SH0CS08R,SW0CS08R,SF0CS08R,SM0CS08R,SA0CA08R,SI0CA08R,SP0CA08R,SB0CA08R,SH0CA08R,SW0CA08R,SF0CA08R,SM0CA08R
state,2010,62,67,75,49,52,72,58,66,14,48,7,40,60,65,82,41,50,71,62,58,12,47,23,31,47,53,69,29,35,60,46,48,5,32,4,18,59,64,73,44,48,70,55,63,16,44,6,37,58,65,80,37,48,70,63,54,17,45,23,29,44,51,66,25,32,57,45,44,8,28,4,15,61.5,68.9,66.8,50.6,63.9,59,60.5,84.1,26.9,7.7,40.6,11.8,24.3,29.8,33.7,49.5,985,1020,1107,858,899,1064,969,1004,20.5,21.8,24.2,17.2,18.2,22.6,20.4,20.7,65,72.2,70.6,52.6,67.3,62.5,68,89.6,27.2,7.9,39.6,11.7,24.7,30,31.9,48.1,987,1010,1100,855,897,1060,972,1005,20.5,21.6,23.9,17.3,18.1,22.3,20.4,20.6
