DISTRICT,YEAR,SACRM13R,SACRR13R,SACRB13R,SICRM13R,SICRR13R,SICRB13R,S4CRM13R,S4CRR13R,S4CRB13R,SBCRM13R,SBCRR13R,SBCRB13R,SHCRM13R,SHCRR13R,SHCRB13R,SWCRM13R,SWCRR13R,SWCRB13R,S2CRM13R,S2CRR13R,S2CRB13R,S3CRM13R,S3CRR13R,S3CRB13R,SMCRM13R,SMCRR13R,SMCRB13R,SFCRM13R,SFCRR13R,SFCRB13R,SSCRM13R,SSCRR13R,SSCRB13R,SECRM13R,SECRR13R,SECRB13R,SLCRM13R,SLCRR13R,SLCRB13R,SRCRM13R,SRCRR13R,SRCRB13R,SE0CT13R,SF0CT13R,SM0CT13R,SB0CT13R,SI0CT13R,S30CT13R,SH0CT13R,S20CT13R,S40CT13R,SW0CT13R,SA0CT13R,SE0CC13R,SF0CC13R,SM0CC13R,SB0CC13R,SI0CC13R,S30CC13R,SH0CC13R,S20CC13R,S40CC13R,SW0CC13R,SA0CC13R,SB0CAA13R,SI0CAA13R,S30CAA13R,SE0CAA13R,SF0CAA13R,SH0CAA13R,SM0CAA13R,S20CAA13R,S40CAA13R,SA0CAA13R,SW0CAA13R,SB0CSA13R,SI0CSA13R,S30CSA13R,SE0CSA13R,SF0CSA13R,SH0CSA13R,SM0CSA13R,S20CSA13R,S40CSA13R,SA0CSA13R,SW0CSA13R,SACRM12R,SACRR12R,SACRB12R,SICRM12R,SICRR12R,SICRB12R,S4CRM12R,S4CRR12R,S4CRB12R,SBCRM12R,SBCRR12R,SBCRB12R,SHCRM12R,SHCRR12R,SHCRB12R,SWCRM12R,SWCRR12R,SWCRB12R,S2CRM12R,S2CRR12R,S2CRB12R,S3CRM12R,S3CRR12R,S3CRB12R,SMCRM12R,SMCRR12R,SMCRB12R,SFCRM12R,SFCRR12R,SFCRB12R,SSCRM12R,SSCRR12R,SSCRB12R,SECRM12R,SECRR12R,SECRB12R,SLCRM12R,SLCRR12R,SLCRB12R,SRCRM12R,SRCRR12R,SRCRB12R,SE0CT12R,SF0CT12R,SM0CT12R,SB0CT12R,SI0CT12R,S30CT12R,SH0CT12R,S20CT12R,S40CT12R,SW0CT12R,SA0CT12R,SE0CC12R,SF0CC12R,SM0CC12R,SB0CC12R,SI0CC12R,S30CC12R,SH0CC12R,S20CC12R,S40CC12R,SW0CC12R,SA0CC12R,SA0CAA12R,SB0CAA12R,SI0CAA12R,S30CAA12R,SH0CAA12R,S20CAA12R,S40CAA12R,SW0CAA12R,SF0CAA12R,SM0CAA12R,SE0CAA12R,SF0CSA12R,SM0CSA12R,SA0CSA12R,SB0CSA12R,SI0CSA12R,S30CSA12R,SH0CSA12R,S20CSA12R,S40CSA12R,SW0CSA12R,SE0CSA12R
STATE,2014,74,65,56,78,65,57,70,60,54,60,53,41,69,58,48,83,75,69,80,74,67,90,80,77,75,60,53,73,70,59,22,16,9,66,55,45,40,12,8,51,43,29,55.6,68.4,59.2,66.7,58.9,90.2,57.2,70.2,61.7,68.2,63.8,9.9,23.3,27.8,8.2,25.2,53.6,12.3,36.3,23.5,41.5,25.4,17.5,20.7,25,18,20.4,18.5,20.8,22.3,20.9,20.6,23,1254,1425,1633,1281,1414,1317,1432,1516,1378,1422,1558,70,69,57,70,72,58,68,71,56,55,58,41,64,62,48,79,79,69,76,78,66,88,81,77,71,65,55,69,73,58,20,20,8,61,58,44,35,12,8,45,48,28,55.9,71.8,61.9,70.3,62.6,94.4,59.6,73.7,66.2,71.2,66.9,9.2,22.6,27.5,8,23.7,51.7,12,34,16.4,40.2,24.9,20.5,17.5,20.9,24.8,18.4,22,19.7,22.8,20.3,20.7,17.9,1413,1433,1422,1256,1422,1626,1315,1514,1376,1553,1277
