DISTRICT,YEAR,SAGC402R,SWGC402R,SBGC402R,SHGC402R,SIGC402R,SPGC402R,SEGC402R,SFGC402R,SMGC402R,SSGC402R,SLGC402R,SAEC402R,SWEC402R,SBEC402R,SHEC402R,SIEC402R,SPEC402R,SEEC402R,SFEC402R,SMEC402R,SSEC402R,SLEC402R,SANC402R,SWNC402R,SBNC402R,SHNC402R,SINC402R,SPNC402R,SENC402R,SFNC402R,SMNC402R,SSNC402R,SLNC402R,SADC402R,SWDC402R,SBDC402R,SHDC402R,SIDC402R,SPDC402R,SEDC402R,SFDC402R,SMDC402R,SSDC402R,SLDC402R,SA0CC02R,SB0CC02R,SW0CC02R,SH0CC02R,SF0CC02R,SM0CC02R,SI0CC02R,SP0CC02R,SA0CS02R,SB0CS02R,SH0CS02R,SI0CS02R,SP0CS02R,SW0CS02R,SM0CS02R,SF0CS02R,SA0CA02R,SB0CA02R,SH0CA02R,SI0CA02R,SP0CA02R,SW0CA02R,SM0CA02R,SF0CA02R,SA0CT02R,SB0CT02R,SW0CT02R,SH0CT02R,SF0CT02R,SM0CT02R,SI0CT02R,SP0CT02R,SAGC401R,SWGC401R,SBGC401R,SHGC401R,SIGC401R,SPGC401R,SEGC401R,SFGC401R,SMGC401R,SSGC401R,SAEC401R,SWEC401R,SBEC401R,SHEC401R,SIEC401R,SPEC401R,SEEC401R,SFEC401R,SMEC401R,SSEC401R,SANC401R,SWNC401R,SBNC401R,SHNC401R,SINC401R,SPNC401R,SENC401R,SFNC401R,SMNC401R,SSNC401R,SADC401R,SWDC401R,SBDC401R,SHDC401R,SIDC401R,SPDC401R,SEDC401R,SFDC401R,SMDC401R,SSDC401R,SA0CC01R,SB0CC01R,SW0CC01R,SH0CC01R,SF0CC01R,SM0CC01R,SI0CC01R,SP0CC01R,SA0CT01R,SB0CT01R,SW0CT01R,SH0CT01R,SF0CT01R,SM0CT01R,SI0CT01R,SP0CT01R,SA0CS01R,SB0CS01R,SW0CS01R,SH0CS01R,SI0CS01R,SP0CS01R,SF0CS01R,SM0CS01R,SA0CA01R,SB0CA01R,SH0CA01R,SW0CA01R,SI0CA01R,SP0CA01R,SF0CA01R,SM0CA01R
state,2003,82.8,88.2,79.8,75.7,84.6,90.6,75.8,86.4,79.2,72.7,53.4,4.1,5.1,2.5,3.7,5.2,1.8,3.9,3,5.3,3.2,1.7,8,4,11,12.8,6.6,5,12.5,6,10,15.8,24.9,5,2.7,6.6,7.8,3.5,2.6,7.7,4.5,5.5,8.3,20,26.6,6.9,36.3,10.4,24.3,29.4,26,44.9,986,839,892,989,1074,1048,1007,969,20,17,17.8,20.4,21.8,21.5,19.9,20,61.9,58.5,67.9,45.2,63.8,59.7,75.8,81.7,81.1,86.8,77.7,73.5,76.4,90,73.2,84.7,77.5,70.9,4.8,5.8,3.3,4.3,7.5,2,4.6,3.6,6,3.3,7.9,3.9,10.6,12.6,7.8,4.9,12.3,6,9.7,16.1,6.2,3.5,8.4,9.6,8.4,3.1,9.9,5.7,6.8,9.7,26.9,7.4,36.2,10.7,24.4,29.9,28.3,42.8,62.9,58.6,70,46.5,65.1,60.5,76.9,85.2,987,846,1046,895,981,1068,970,1009,20.2,17.1,18,21.6,21,22,20.2,20.1
