D20GR12N,D20GR12R,D30GR12N,D30GR12R,D40GR12N,D40GR12R,DA0GH12N,DA0GH12R,DA0GM12N,DA0GM12R,DA0GR12N,DA0GR12R,DAPID13N,DAPID13R,DAUND12C,DAUND12R,DB0GR12N,DB0GR12R,DH0GR12N,DH0GR12R,DI0GR12N,DI0GR12R,DISTRICT,DPEMALLC,DPEMALLP,DPERRA1R,DPERRA2R,DPERRA3R,DPERRA4R,DPERRA5R,DPERRA6R,DPERRA7R,DPERRA8R,DPERRAKR,DPERSA1R,DPERSA2R,DPERSA3R,DPERSA4R,DPERSA5R,DPERSA6R,DPERSA7R,DPERSA8R,DPERSAKR,DPETALLC,DPETASIC,DPETASIP,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETECOC,DPETECOP,DPETG01C,DPETG01P,DPETG02C,DPETG02P,DPETG03C,DPETG03P,DPETG04C,DPETG04P,DPETG05C,DPETG05P,DPETG06C,DPETG06P,DPETG07C,DPETG07P,DPETG08C,DPETG08P,DPETG09C,DPETG09P,DPETG10C,DPETG10P,DPETG11C,DPETG11P,DPETG12C,DPETG12P,DPETGEEC,DPETGEEP,DPETGIFC,DPETGIFP,DPETGKNC,DPETGKNP,DPETGPKC,DPETGPKP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETNEDC,DPETNEDP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETSPEC,DPETSPEP,DPETTWOC,DPETTWOP,DPETVOCC,DPETVOCP,DPETWHIC,DPETWHIP,DS0GR12N,DS0GR12R,DW0GR12N,DW0GR12R,YEAR
21,1.3,69,4.4,0,0,1236,78.8,333,21.2,1569,100,35,0.1,145,1.2,266,17,940,59.9,7,0.4,'057910,5489,20.4,2.9,2,1.2,0.4,0.3,1.3,2.9,1.8,1.3,6.4,2.7,0.8,1.3,0.8,2,1.9,0.5,8.6,26803,817,3.0,7056,26.3,4597,17.2,561,1.9,19680,73.4,2047,7.6,2002,7.5,2056,7.7,2130,7.9,1980,7.4,2006,7.5,2067,7.7,1923,7.2,1931,7.2,2064,7.7,1992,7.4,1594,5.9,69,0.3,2114,7.9,1956,7.3,986,3.7,17071,63.7,312,1.2,7072,26.4,7123,26.6,45,0.2,14901,55.6,2483,9.3,360,1.3,5926,22.1,3601,13.4,99,6.3,266,17,2013
7,1.4,11,2.3,0,0,464,96.1,19,3.9,483,100,11,0.1,7,0.2,2,0.4,27,5.6,3,0.6,'057911,210,3.3,1.5,0.5,0.2,0,0.5,0.4,0,0,3,2,0,0,0,0,0,0,0,13.6,6828,269,3.9,42,0.6,30,0.4,30,0.4,0,0.0,541,7.9,539,7.9,518,7.6,550,8.1,526,7.7,502,7.4,580,8.5,527,7.7,524,7.7,524,7.7,517,7.6,480,7.0,14,0.2,671,9.8,486,7.1,0,0.0,341,5.0,18,0.3,52,0.8,6828,100.0,10,0.1,554,8.1,513,7.5,97,1.4,626,9.2,6063,88.8,17,3.5,433,89.6,2013
29,1.5,99,5.2,2,0.1,1392,72.4,530,27.6,1922,100,145,0.4,20,0.1,237,12.3,1247,64.9,7,0.4,'057912,5962,17.8,2,0.9,0.6,0.3,0.2,0.5,0.4,0.1,0.6,3.2,2,1.1,1.4,1.4,0.4,0.4,2,7.1,34961,1163,3.3,14153,40.5,4510,12.9,734,2,28492,81.5,2733,7.8,2684,7.7,2676,7.7,2736,7.8,2522,7.2,2456,7.0,2446,7.0,2503,7.2,3303,9.4,2012,5.8,2121,6.1,1983,5.7,65,0.2,4247,12.1,2709,7.7,2012,5.8,24996,71.5,273,0.8,13765,39.4,6469,18.5,68,0.2,23948,68.5,2705,7.7,416,1.2,8881,25.4,3535,10.1,135,7,301,15.7,2013
1,0.3,0,0,0,0,303,90.7,31,9.3,334,100,11,0.2,18,0.6,272,81.4,48,14.4,2,0.6,'057913,1302,21.2,2.3,2.6,1.7,0.8,1.3,0,1,0.3,0.2,6.5,0,0,0,0,0,0,0,0,6536,9,0.1,501,7.7,5069,77.6,204,2.9,5438,83.2,501,7.7,471,7.2,472,7.2,464,7.1,496,7.6,465,7.1,501,7.7,451,6.9,524,8.0,373,5.7,422,6.5,355,5.4,11,0.2,516,7.9,471,7.2,559,8.6,1188,18.2,37,0.6,518,7.9,1098,16.8,2,0.0,3041,46.5,594,9.1,29,0.4,1397,21.4,202,3.1,39,11.7,11,3.3,2013
80,3.4,68,2.9,3,0.1,1885,80.3,463,19.7,2348,100,30,0.1,15,0.1,619,26.4,948,40.4,8,0.3,'057914,6752,17.6,2.1,1.5,1.3,0.4,0.8,0.5,0.5,0.4,1.2,4.9,3.5,2.3,0.6,0.5,1.6,1.5,1.8,15.4,39028,745,1.9,7505,19.2,9711,24.9,1194,2.9,27441,70.3,2972,7.6,2869,7.4,2840,7.3,2842,7.3,2924,7.5,3062,7.8,3050,7.8,3052,7.8,3248,8.3,2828,7.2,2764,7.1,2524,6.5,211,0.5,2267,5.8,2863,7.3,979,2.5,20008,51.3,252,0.6,7638,19.6,11587,29.7,46,0.1,19314,49.5,4025,10.3,734,1.9,10010,25.6,7532,19.3,259,11,622,26.5,2013
56,2.7,165,8,2,0.1,1616,78.5,442,21.5,2058,100,25,0.1,17,0.1,424,20.6,596,29,5,0.2,'057916,6575,18.2,3.2,2.1,1.3,1,0.4,0.5,3.6,2.2,2.3,3.2,2.3,1.9,1.2,0.7,0,10.2,3.6,15.8,37954,2566,6.8,9043,23.8,8729,23.0,359,0.9,22019,58.0,3277,8.6,3091,8.1,2933,7.7,2903,7.6,2865,7.5,2767,7.3,2796,7.4,2571,6.8,2825,7.4,2570,6.8,2291,6.0,2107,5.6,202,0.5,3551,9.4,3304,8.7,1452,3.8,14981,39.5,130,0.3,9078,23.9,15935,42.0,34,0.1,15927,42.0,4064,10.7,892,2.4,8305,21.9,10622,28.0,152,7.4,810,39.4,2013
0,0,25,28.1,0,0,82,92.1,7,7.9,89,100,2,0.1,0,0,5,5.6,16,18,2,2.2,'057919,61,5.4,1.4,0,0,1.2,0,0,0,0,1.9,0,25,0,0,0,0,0,25,11.1,1288,320,24.8,39,3.0,76,5.9,2,0.2,138,10.7,120,9.3,86,6.7,92,7.1,104,8.1,97,7.5,91,7.1,103,8.0,95,7.4,105,8.2,108,8.4,89,6.9,88,6.8,4,0.3,113,8.8,85,6.6,21,1.6,125,9.7,2,0.2,39,3.0,1150,89.3,1,0.1,133,10.3,104,8.1,37,2.9,375,29.1,727,56.4,8,9,41,46.1,2013
12,1.5,145,18.6,0,0,758,97.4,20,2.6,778,100,17,0.1,8,0.2,34,4.4,95,12.2,1,0.1,'057922,698,6.9,0.3,0,0,0,0,0.1,0.1,0,1.3,0,0,0,0,0,0,0,0,10.6,10960,3534,32.2,1058,9.7,528,4.8,52,0.5,1127,10.3,801,7.3,809,7.4,807,7.4,861,7.9,823,7.5,863,7.9,898,8.2,897,8.2,917,8.4,841,7.7,838,7.6,765,7.0,25,0.2,2632,24.0,695,6.3,120,1.1,1443,13.2,48,0.4,919,8.4,9833,89.7,10,0.1,2106,19.2,533,4.9,301,2.7,1953,17.8,5096,46.5,28,3.6,491,63.1,2013
0,0,0,0,0,0,9,100,0,0,9,100,0,0.0,0,0,0,0,6,66.7,0,0,'058902,20,14.5,22.2,0,0,0,0,0,0,0,0,0,0,.,0,0,.,.,0,0,163,0,0.0,7,4.3,0,0.0,0,0,80,49.1,15,9.2,13,8.0,7,4.3,5,3.1,11,6.7,15,9.2,12,7.4,11,6.7,9,5.5,8,4.9,21,12.9,8,4.9,0,0.0,17,10.4,13,8.0,15,9.2,101,62.0,0,0.0,8,4.9,83,50.9,0,0.0,80,49.1,12,7.4,0,0.0,57,35.0,62,38.0,0,0,3,33.3,2013
0,0,0,0,0,0,16,94.1,1,5.9,17,100,0,0.0,0,0,1,5.9,7,41.2,0,0,'058905,25,11.2,5.9,0,0,6.3,0,0,7.1,0,26.9,0,0,0,.,.,.,.,.,0,245,1,0.4,16,6.5,0,0.0,0,0,87,35.5,20,8.2,19,7.8,22,9.0,16,6.5,15,6.1,15,6.1,23,9.4,14,5.7,15,6.1,12,4.9,12,4.9,19,7.8,0,0.0,41,16.7,23,9.4,20,8.2,88,35.9,1,0.4,16,6.5,158,64.5,0,0.0,33,13.5,10,4.1,1,0.4,72,29.4,154,62.9,2,11.8,9,52.9,2013
1,1.1,1,1.1,0,0,73,83.9,14,16.1,87,100,0,0.0,2,0.3,3,3.4,65,74.7,2,2.3,'058906,316,17.8,17.5,12,5,0,0,0,0.8,0,4,16.7,6.3,0,0,0,0,0,0,11.1,1950,13,0.7,91,4.7,75,3.8,35,1.7,1473,75.5,200,10.3,146,7.5,130,6.7,144,7.4,140,7.2,144,7.4,148,7.6,133,6.8,132,6.8,105,5.4,119,6.1,91,4.7,2,0.1,149,7.6,203,10.4,113,5.8,1461,74.9,5,0.3,112,5.7,477,24.5,0,0.0,1220,62.6,150,7.7,16,0.8,486,24.9,380,19.5,6,6.9,15,17.2,2013
0,0,0,0,0,0,9,69.2,4,30.8,13,100,0,0.0,0,0,0,0,8,61.5,0,0,'058909,29,13.9,7.1,16.7,4.5,0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,.,224,3,1.3,39,17.4,3,1.3,0,0,127,56.7,17,7.6,18,8.0,13,5.8,21,9.4,10,4.5,18,8.0,23,10.3,19,8.5,16,7.1,12,5.4,13,5.8,14,6.3,1,0.4,4,1.8,16,7.1,13,5.8,101,45.1,4,1.8,39,17.4,97,43.3,0,0.0,96,42.9,20,8.9,1,0.4,69,30.8,112,50.0,3,23.1,5,38.5,2013
1,0.4,0,0,0,0,183,82.1,40,17.9,223,100,0,0.0,74,3.9,3,1.3,172,77.1,1,0.4,'059901,617,15.5,4.6,1.5,3,0,0.4,0,0,0.3,3.2,0,0,4.8,0,3.3,0,0,0,6.7,4229,14,0.3,691,16.3,25,0.6,128,2.7,3452,81.6,321,7.6,310,7.3,287,6.8,300,7.1,315,7.4,297,7.0,311,7.4,311,7.4,352,8.3,285,6.7,251,5.9,245,5.8,5,0.1,124,2.9,322,7.6,317,7.5,3681,87.0,9,0.2,710,16.8,777,18.4,0,0.0,2507,59.3,309,7.3,16,0.4,1475,34.9,484,11.4,29,13,46,20.6,2013
0,.,0,.,0,.,0,.,0,.,0,.,0,0.0,0,.,0,.,0,.,0,.,'059902,11,9.8,5.3,0,0,0,0,0,.,.,16.7,0,.,0,0,0,0,.,.,0,139,0,0.0,11,7.9,3,2.2,0,0,23,16.5,18,12.9,22,15.8,14,10.1,16,11.5,11,7.9,19,13.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,2.2,19,13.7,20,14.4,103,74.1,1,0.7,11,7.9,116,83.5,0,0.0,46,33.1,7,5.0,0,0.0,0,0.0,32,23.0,0,.,0,.,2013
2,3.9,0,0,0,0,36,70.6,15,29.4,51,100,0,0.0,0,0,7,13.7,2,3.9,0,0,'060902,129,17.2,1.8,2.1,0,2.9,2.4,11.5,5.3,0,1.9,.,0,0,0,0,0,0,0,0,773,2,0.3,16,2.1,110,14.2,18,2,496,64.2,57,7.4,54,7.0,48,6.2,63,8.2,45,5.8,56,7.2,67,8.7,57,7.4,50,6.5,67,8.7,59,7.6,50,6.5,0,0.0,90,11.6,45,5.8,55,7.1,73,9.4,9,1.2,17,2.2,277,35.8,0,0.0,286,37.0,76,9.8,24,3.1,216,27.9,555,71.8,4,7.8,40,78.4,2013
0,0,0,0,0,0,5,62.5,3,37.5,8,100,0,0.0,0,0,0,0,2,25,0,0,'060914,39,21.5,0,0,0,0,0,0,0,0,10,.,0,0,0,0,0,.,0,0,195,0,0.0,2,1.0,65,33.3,0,0,151,77.4,11,5.6,17,8.7,15,7.7,17,8.7,8,4.1,14,7.2,12,6.2,5,2.6,15,7.7,13,6.7,12,6.2,13,6.7,0,0.0,4,2.1,12,6.2,31,15.9,9,4.6,2,1.0,2,1.0,44,22.6,0,0.0,45,23.1,28,14.4,13,6.7,51,26.2,106,54.4,3,37.5,6,75,2013
1,2.8,0,0,0,0,26,72.2,10,27.8,36,100,4,0.5,13,3.5,2,5.6,7,19.4,0,0,'061802,267,38.3,0,2.4,0,0,4.8,0,5.6,7.5,10.5,0,0,10,0,11.1,0,0,7.1,25,646,2,0.3,33,5.1,99,15.3,0,0,338,52.3,53,8.2,48,7.4,62,9.6,56,8.7,44,6.8,58,9.0,46,7.1,59,9.1,65,10.1,47,7.3,29,4.5,28,4.3,0,0.0,0,0.0,51,7.9,0,0.0,172,26.6,2,0.3,33,5.1,308,47.7,3,0.5,378,58.5,107,16.6,20,3.1,115,17.8,348,53.9,1,2.8,26,72.2,2013
0,.,0,.,0,.,0,.,0,.,0,.,2,0.6,0,.,0,.,0,.,0,.,'061804,30,15.2,0,0,0,0,.,.,.,.,0,0,0,.,.,.,.,.,.,0,350,156,44.6,32,9.1,24,6.9,0,0,16,4.6,75,21.4,50,14.3,50,14.3,50,14.3,50,14.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,75,21.4,0,0.0,36,10.3,2,0.6,34,9.7,334,95.4,0,0.0,39,11.1,7,2.0,12,3.4,0,0.0,120,34.3,0,.,0,.,2013
13,1.1,40,3.3,0,0,1090,88.8,138,11.2,1228,100,44,0.2,14,0.1,168,13.7,359,29.2,15,1.2,'061901,3997,16.5,0.9,0.6,0.6,0.2,0.1,0.1,0.1,0.4,1.5,4,2.5,2.4,0.4,0.9,2,0.6,0,7.4,25714,655,2.5,3677,14.3,3082,12.0,395,1.5,11062,43.0,2162,8.4,2052,8.0,2065,8.0,2108,8.2,2059,8.0,1929,7.5,1887,7.3,1767,6.9,1819,7.1,1769,6.9,1609,6.3,1414,5.5,120,0.5,2282,8.9,2121,8.2,833,3.2,8032,31.2,223,0.9,3695,14.4,14652,57.0,28,0.1,8387,32.6,2448,9.5,428,1.7,5137,20.0,13266,51.6,97,7.9,633,51.5,2013
125,3.6,320,9.3,3,0.1,2955,85.9,484,14.1,3439,100,47,0.1,38,0.2,335,9.7,640,18.6,14,0.4,'061902,5441,10.9,1.3,1.3,0.5,0.3,0.3,0.4,0.6,0.6,1.8,3.3,1.2,0.2,0.8,0.4,0.4,0.5,0.8,9,52399,5841,11.1,7369,14.1,4746,9.1,687,1.3,15730,30.0,3698,7.1,3833,7.3,3811,7.3,3939,7.5,3992,7.6,4064,7.8,4170,8.0,4136,7.9,4143,7.9,3991,7.6,3736,7.1,3651,7.0,104,0.2,5170,9.9,3601,6.9,1530,2.9,14064,26.8,235,0.4,7164,13.7,36669,70.0,38,0.1,13075,25.0,5019,9.6,1509,2.9,7370,14.1,25966,49.6,207,6,2002,58.2,2013
0,0,0,0,0,0,88,91.7,8,8.3,96,100,5,0.3,4,0.5,1,1,28,29.2,0,0,'061903,185,12.5,7.7,2,3.9,0,0,1.1,0,1,4.8,0,23.1,0,0,0,0,16.7,0,41.7,1510,9,0.6,314,20.8,51,3.4,6,0.4,801,53.0,97,6.4,109,7.2,114,7.5,117,7.7,115,7.6,126,8.3,100,6.6,121,8.0,122,8.1,126,8.3,102,6.8,103,6.8,3,0.2,101,6.7,111,7.4,44,2.9,552,36.6,32,2.1,313,20.7,709,47.0,2,0.1,711,47.1,127,8.4,27,1.8,450,29.8,837,55.4,5,5.2,67,69.8,2013
1,1.3,0,0,0,0,52,68.4,24,31.6,76,100,1,0.0,1,0.1,0,0,16,21.1,0,0,'061905,164,9.8,2.4,0.8,1.5,0.9,0,0,0.9,0,3.1,0,4.2,0,0,0,0,0,0,9.1,1891,12,0.6,167,8.8,32,1.7,17,0.9,638,33.7,157,8.3,140,7.4,155,8.2,164,8.7,133,7.0,151,8.0,146,7.7,128,6.8,160,8.5,138,7.3,102,5.4,114,6.0,6,0.3,77,4.1,133,7.0,64,3.4,454,24.0,15,0.8,142,7.5,1253,66.3,2,0.1,643,34.0,178,9.4,24,1.3,588,31.1,1352,71.5,5,6.6,59,77.6,2013
2,2.5,0,0,0,0,72,88.9,9,11.1,81,100,1,0.1,1,0.2,1,1.2,9,11.1,0,0,'061906,203,16.3,4.3,5.1,0,0,4.8,0,2.6,0,4,14.3,0,0,0,0,0,7.1,0,33.3,1244,11,0.9,48,3.9,17,1.4,17,1.2,447,35.9,90,7.2,74,5.9,92,7.4,75,6.0,109,8.8,91,7.3,111,8.9,91,7.3,122,9.8,89,7.2,82,6.6,93,7.5,2,0.2,119,9.6,80,6.4,43,3.5,231,18.6,7,0.6,48,3.9,797,64.1,1,0.1,385,30.9,105,8.4,17,1.4,355,28.5,960,77.2,4,4.9,69,85.2,2013
3,2.9,0,0,0,0,78,74.3,27,25.7,105,100,0,0.0,5,0.6,4,3.8,19,18.1,2,1.9,'061907,212,11.6,3,2.9,1.6,0.8,2.4,0,0.8,0.7,1.6,17.6,13.3,0,0,0,0,0,0,18.2,2002,11,0.5,76,3.8,69,3.4,28,1.3,601,30.0,166,8.3,160,8.0,159,7.9,147,7.3,140,7.0,144,7.2,170,8.5,139,6.9,165,8.2,120,6.0,133,6.6,120,6.0,8,0.4,127,6.3,151,7.5,80,4.0,325,16.2,10,0.5,78,3.9,1401,70.0,1,0.0,507,25.3,164,8.2,21,1.0,593,29.6,1565,78.2,13,12.4,77,73.3,2013
4,2.4,1,0.6,0,0,127,74.7,43,25.3,170,100,1,0.0,8,0.7,3,1.8,30,17.6,1,0.6,'061908,362,14.3,1.1,2.4,0,0,0,0,0.6,0,4.8,8,0,0,0,0,0,0,8.3,4,2662,15,0.6,149,5.6,61,2.3,40,1.4,1169,43.9,198,7.4,213,8.0,187,7.0,181,6.8,202,7.6,209,7.9,234,8.8,189,7.1,212,8.0,227,8.5,153,5.7,159,6.0,4,0.2,101,3.8,217,8.2,77,2.9,623,23.4,32,1.2,150,5.6,1493,56.1,1,0.0,830,31.2,259,9.7,77,2.9,768,28.9,1853,69.6,30,17.6,131,77.1,2013
1,0.6,0,0,0,0,147,90.7,15,9.3,162,100,7,0.3,4,0.4,1,0.6,12,7.4,0,0,'061910,106,6.1,1.1,2.4,2.3,0,0,0,0,0,10.7,13.3,10.5,0,0,0,0,0,0,23.5,1884,18,1.0,67,3.6,7,0.4,2,0.1,243,12.9,116,6.2,118,6.3,115,6.1,114,6.1,123,6.5,154,8.2,167,8.9,165,8.8,172,9.1,173,9.2,185,9.8,152,8.1,5,0.3,225,11.9,92,4.9,33,1.8,216,11.5,10,0.5,65,3.5,1641,87.1,0,0.0,341,18.1,162,8.6,19,1.0,416,22.1,1614,85.7,10,6.2,148,91.4,2013
12,1.4,27,3,0,0,729,82.1,159,17.9,888,100,3,0.0,5,0.1,83,9.3,154,17.3,9,1,'061911,2148,13.3,0.5,0.5,0.2,0,0.1,0.3,0.5,0.2,0.7,0.9,0,0,0,0,0,0.9,0,8.1,17752,505,2.8,927,5.2,1110,6.3,198,1.1,4125,23.2,1464,8.2,1448,8.2,1465,8.3,1432,8.1,1402,7.9,1400,7.9,1375,7.7,1325,7.5,1343,7.6,1301,7.3,1153,6.5,951,5.4,34,0.2,1513,8.5,1448,8.2,211,1.2,3490,19.7,110,0.6,850,4.8,13627,76.8,23,0.1,4008,22.6,1376,7.8,427,2.4,3623,20.4,12087,68.1,62,7,603,67.9,2013
14,5.4,6,2.3,1,0.4,215,82.7,45,17.3,260,100,12,0.3,32,1.6,21,8.1,49,18.8,2,0.8,'061912,396,10.1,1.8,0.4,0.9,0,0.4,0.7,0.6,0.4,4.5,5.4,2.9,0,1.8,3.3,0,0,0,10.5,4007,100,2.5,240,6.0,265,6.6,74,1.7,1459,36.4,266,6.6,266,6.6,289,7.2,273,6.8,326,8.1,310,7.7,319,8.0,344,8.6,342,8.5,321,8.0,289,7.2,304,7.6,14,0.3,306,7.6,284,7.1,60,1.5,993,24.8,49,1.2,247,6.2,2548,63.6,7,0.2,1029,25.7,436,10.9,157,3.9,1151,28.7,2436,60.8,29,11.2,167,64.2,2013
11,3.2,6,1.8,2,0.6,293,86.4,46,13.6,339,100,3,0.0,6,0.2,53,15.6,109,32.2,3,0.9,'061914,777,12.9,1,0.8,0.7,0.2,0,0.5,0.2,0.3,1.4,1.8,2,1.5,0,0,0,0,0,0,6378,130,2.0,1036,16.2,908,14.2,120,1.7,2923,45.8,559,8.8,534,8.4,525,8.2,515,8.1,478,7.5,472,7.4,484,7.6,461,7.2,525,8.2,398,6.2,379,5.9,328,5.1,18,0.3,255,4.0,536,8.4,166,2.6,2520,39.5,23,0.4,969,15.2,3455,54.2,4,0.1,2519,39.5,543,8.5,180,2.8,1018,16.0,2613,41.0,33,9.7,155,45.7,2013
9,7.2,0,0,0,0,99,79.2,26,20.8,125,100,0,0.0,14,1.4,10,8,43,34.4,0,0,'062901,350,18.4,10.8,6.7,5.3,0,0.8,7.8,5.8,3.4,3.7,0,0,14.3,0,0,0,7.1,0,8.3,2086,10,0.5,45,2.2,265,12.7,47,2.1,1229,58.9,156,7.5,131,6.3,131,6.3,142,6.8,140,6.7,179,8.6,177,8.5,135,6.5,199,9.5,173,8.3,133,6.4,102,4.9,3,0.1,91,4.4,158,7.6,127,6.1,930,44.6,5,0.2,45,2.2,857,41.1,1,0.0,1216,58.3,174,8.3,40,1.9,490,23.5,835,40.0,9,7.2,63,50.4,2013
0,0,0,0,0,0,7,77.8,2,22.2,9,100,0,0.0,0,0,0,0,5,55.6,0,0,'062902,34,26,0,0,0,0,0,0,0,0,0,0,.,0,0,.,0,0,0,0,138,0,0.0,0,0.0,2,1.4,0,0,81,58.7,12,8.7,10,7.2,13,9.4,10,7.2,13,9.4,9,6.5,9,6.5,10,7.2,9,6.5,10,7.2,6,4.3,5,3.6,0,0.0,4,2.9,10,7.2,12,8.7,66,47.8,0,0.0,0,0.0,57,41.3,0,0.0,24,17.4,17,12.3,0,0.0,40,29.0,70,50.7,1,11.1,4,44.4,2013
0,0,1,1.1,0,0,82,92.1,7,7.9,89,100,1,0.1,6,0.8,9,10.1,34,38.2,0,0,'062903,225,14.8,5.7,4.1,0,8.2,4,0,13.6,1.1,4.8,10,0,0,13.3,5.9,0,0,7.1,26.7,1613,4,0.2,221,13.7,141,8.7,51,2.9,1136,70.4,122,7.6,135,8.4,106,6.6,124,7.7,108,6.7,117,7.3,118,7.3,95,5.9,120,7.4,121,7.5,128,7.9,117,7.3,0,0.0,78,4.8,122,7.6,80,5.0,945,58.6,3,0.2,219,13.6,477,29.6,0,0.0,826,51.2,173,10.7,22,1.4,349,21.6,498,30.9,10,11.2,45,50.6,2013
0,0,0,0,0,0,26,70.3,11,29.7,37,100,0,0.0,1,0.4,2,5.4,16,43.2,0,0,'062904,84,15.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,525,0,0.0,4,0.8,19,3.6,11,1.8,297,56.6,41,7.8,38,7.2,35,6.7,28,5.3,43,8.2,43,8.2,43,8.2,42,8.0,47,9.0,35,6.7,33,6.3,36,6.9,1,0.2,10,1.9,32,6.1,28,5.3,247,47.0,2,0.4,4,0.8,228,43.4,0,0.0,230,43.8,58,11.0,1,0.2,124,23.6,256,48.8,7,18.9,19,51.4,2013
0,.,0,.,0,.,0,.,0,.,0,.,0,0.0,0,0,0,.,0,.,0,.,'062905,8,14.8,0,0,0,0,0,0,0,0,0,0,.,.,0,0,.,0,.,.,69,0,0.0,4,5.8,7,10.1,0,0,35,50.7,7,10.1,8,11.6,8,11.6,6,8.7,10,14.5,6,8.7,6,8.7,4,5.8,0,0.0,0,0.0,0,0.0,0,0.0,1,1.4,15,21.7,8,11.6,5,7.2,25,36.2,0,0.0,4,5.8,34,49.3,0,0.0,11,15.9,4,5.8,0,0.0,0,0.0,37,53.6,0,.,0,.,2013
0,.,0,.,0,.,0,.,0,.,0,.,0,0.0,0,0,0,.,0,.,0,.,'062906,10,6.8,0,0,0,0,0,5.3,0,0,0,.,0,0,0,0,0,0,0,0,122,0,0.0,1,0.8,0,0.0,0,0,37,30.3,12,9.8,13,10.7,16,13.1,14,11.5,15,12.3,15,12.3,16,13.1,8,6.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,1.6,13,10.7,0,0.0,19,15.6,0,0.0,1,0.8,85,69.7,0,0.0,21,17.2,13,10.7,0,0.0,0,0.0,103,84.4,0,.,0,.,2013
0,0,0,0,0,0,10,90.9,1,9.1,11,100,0,0.0,3,2.5,0,0,7,63.6,0,0,'063903,45,16.9,0,3.7,9.1,0,0,0,0,0,10,.,0,.,0,0,0,0,0,0,296,0,0.0,0,0.0,8,2.7,3,1,161,54.4,24,8.1,22,7.4,28,9.5,13,4.4,22,7.4,30,10.1,18,6.1,22,7.4,22,7.4,22,7.4,19,6.4,15,5.1,0,0.0,21,7.1,10,3.4,29,9.8,140,47.3,0,0.0,0,0.0,135,45.6,0,0.0,42,14.2,29,9.8,3,1.0,99,33.4,145,49.0,2,18.2,4,36.4,2013
0,0,0,0,0,0,4,100,0,0,4,100,0,0.0,0,0,0,0,0,0,0,0,'063906,35,34,0,0,0,0,0,0,0,0,0,.,.,.,0,0,0,.,.,.,106,0,0.0,2,1.9,0,0.0,1,0.8,88,83.0,4,3.8,9,8.5,11,10.4,7,6.6,13,12.3,5,4.7,7,6.6,6,5.7,5,4.7,8,7.5,5,4.7,2,1.9,0,0.0,11,10.4,14,13.2,10,9.4,38,35.8,0,0.0,2,1.9,18,17.0,0,0.0,33,31.1,7,6.6,0,0.0,20,18.9,68,64.2,0,0,4,100,2013
0,0,0,0,0,0,110,80.9,26,19.1,136,100,0,0.0,0,0,1,0.7,128,94.1,0,0,'064903,368,16.3,9,4.8,2.5,1.4,0.6,0,0,1.1,5,27.3,16.7,0,0,0,0,0,0,16.7,2439,13,0.5,146,6.0,16,0.7,102,3.9,1824,74.8,195,8.0,203,8.3,184,7.5,172,7.1,168,6.9,183,7.5,179,7.3,159,6.5,235,9.6,160,6.6,131,5.4,100,4.1,0,0.0,199,8.2,194,8.0,176,7.2,2228,91.3,3,0.1,169,6.9,615,25.2,0,0.0,1477,60.6,175,7.2,7,0.3,642,26.3,172,7.1,18,13.2,7,5.1,2013
0,0,1,2.4,0,0,34,82.9,7,17.1,41,100,0,0.0,0,0,6,14.6,4,9.8,0,0,'065901,85,18.2,9.8,0,0,0,0,3.1,0,3,6.3,0,0,0,.,0,0,.,0,40,472,5,1.1,1,0.2,46,9.7,6,1.1,249,52.8,36,7.6,35,7.4,31,6.6,34,7.2,21,4.4,33,7.0,33,7.0,33,7.0,34,7.2,18,3.8,35,7.4,44,9.3,4,0.8,31,6.6,43,9.1,38,8.1,69,14.6,0,0.0,2,0.4,223,47.2,4,0.8,141,29.9,45,9.5,12,2.5,125,26.5,336,71.2,6,14.6,30,73.2,2013
1,6.7,0,0,0,0,10,66.7,5,33.3,15,100,0,0.0,1,1.3,0,0,3,20,0,0,'065902,25,19.7,0,0,0,0,0,0,0,0,0,.,0,0,.,0,0,.,0,.,116,0,0.0,0,0.0,0,0.0,1,0.7,72,62.1,5,4.3,6,5.2,6,5.2,6,5.2,9,7.8,6,5.2,13,11.2,11,9.5,7,6.0,8,6.9,14,12.1,15,12.9,0,0.0,2,1.7,5,4.3,5,4.3,23,19.8,2,1.7,0,0.0,44,37.9,0,0.0,23,19.8,8,6.9,5,4.3,68,58.6,86,74.1,6,40,11,73.3,2013
