D20GR10N,D20GR10P,D30GR10N,D30GR10P,D40GR10N,D40GR10P,DA0GH10N,DA0GH10P,DA0GM10N,DA0GM10P,DA0GR10N,DA0GR10P,DAPID11N,DAPID11R,DAUND10C,DAUND10R,DB0GR10N,DB0GR10P,DH0GR10N,DH0GR10P,DI0GR10N,DI0GR10P,DISTRICT,DPERRA1R,DPERRA2R,DPERRA3R,DPERRA4R,DPERRA5R,DPERRA6R,DPERRA7R,DPERRA8R,DPERRAKR,DPERSA1R,DPERSA2R,DPERSA3R,DPERSA4R,DPERSA5R,DPERSA6R,DPERSA7R,DPERSA8R,DPERSAKR,DPETALLC,DPETASIC,DPETASIP,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETECOC,DPETECOP,DPETG01C,DPETG01P,DPETG02C,DPETG02P,DPETG03C,DPETG03P,DPETG04C,DPETG04P,DPETG05C,DPETG05P,DPETG06C,DPETG06P,DPETG07C,DPETG07P,DPETG08C,DPETG08P,DPETG09C,DPETG09P,DPETG10C,DPETG10P,DPETG11C,DPETG11P,DPETG12C,DPETG12P,DPETGEEC,DPETGEEP,DPETGIFC,DPETGIFP,DPETGKNC,DPETGKNP,DPETGPKC,DPETGPKP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETSPEC,DPETSPEP,DPETTWOC,DPETTWOP,DPETVOCC,DPETVOCP,DPETWHIC,DPETWHIP,DS0GR10N,DS0GR10P,DW0GR10N,DW0GR10P,YEAR
2,0.2,31,3.3,0,0,777,83.8,150,16.2,927,100,47,0.3,36,0.5,344,37.1,168,18.1,23,2.5,'220912,5.1,1.6,1.5,1.2,2.2,1.3,1.5,0.8,3.1,8.3,5.2,2.6,0,3.9,4.2,2,4.8,14,15141,647,4.3,1481,9.8,6080,40.2,428,2.6,8088,53.4,1140,7.5,1164,7.7,1147,7.6,1198,7.9,1186,7.8,1167,7.7,1161,7.7,1175,7.8,1222,8.1,1171,7.7,939,6.2,864,5.7,35,0.2,820,5.4,1066,7.0,506,3.3,3268,21.6,976,6.4,1561,10.3,13,0.1,6764,44.7,1269,8.4,187,1.2,4272,28.2,3970,26.2,74,8,359,38.7,2011
2,1,9,4.6,0,0,169,87.1,25,12.9,194,100,19,0.5,9,0.6,31,16,35,18,0,0,'220914,3.4,1.3,1.6,0,1.9,2.4,0.4,0.9,3.8,14.3,4.8,0,3.8,0,4,4.2,0,9.1,3167,130,4.1,156,4.9,538,17.0,63,1.8,1221,38.6,246,7.8,222,7.0,247,7.8,231,7.3,245,7.7,237,7.5,249,7.9,256,8.1,273,8.6,255,8.1,215,6.8,213,6.7,10,0.3,269,8.5,197,6.2,71,2.2,623,19.7,28,0.9,158,5.0,5,0.2,911,28.8,291,9.2,67,2.1,582,18.4,1776,56.1,10,5.2,117,60.3,2011
9,2.6,3,0.9,0,0,285,81.9,63,18.1,348,100,7,0.1,11,0.4,4,1.1,40,11.5,3,0.9,'220915,4,3,1.2,0,0.5,0.5,1,0,7.6,11.5,1.9,5.4,0,1.8,2.4,0,7,6.5,5754,25,0.4,215,3.7,53,0.9,163,2.5,2716,47.2,449,7.8,434,7.5,448,7.8,385,6.7,459,8.0,439,7.6,442,7.7,463,8.0,520,9.0,474,8.2,373,6.5,330,5.7,22,0.4,419,7.3,423,7.4,93,1.6,972,16.9,65,1.1,216,3.8,9,0.2,2218,38.5,519,9.0,109,1.9,1398,24.3,4521,78.6,18,5.2,289,83,2011
21,1.6,101,7.5,32,2.4,1087,81.1,253,18.9,1340,100,0,0.0,30,0.3,179,13.4,282,21,7,0.5,'220916,5.6,3.3,3.1,3.4,1.4,0.6,2,1.2,4.4,10.2,3.8,2.7,1.2,3,1.1,1.7,1.3,18.8,21000,1592,7.6,2296,10.9,3278,15.6,234,1,10597,50.5,1735,8.3,1545,7.4,1578,7.5,1595,7.6,1579,7.5,1519,7.2,1486,7.1,1549,7.4,1540,7.3,1542,7.3,1501,7.1,1491,7.1,74,0.4,1403,6.7,1642,7.8,624,3.0,5650,26.9,184,0.9,2488,11.8,405,1.9,7764,37.0,1856,8.8,319,1.5,3845,18.3,9572,45.6,85,6.3,718,53.6,2011
3,1.7,1,0.6,0,0,146,82.5,31,17.5,177,100,12,0.3,36,2.4,5,2.8,100,56.5,2,1.1,'220917,3.1,7.1,2.9,0.7,6.2,1.3,0.9,5.7,2.7,3.7,13.6,4.5,0,7.4,0,0,0,7.7,3604,14,0.4,1061,29.4,42,1.2,55,1.4,3046,84.5,321,8.9,320,8.9,280,7.8,286,7.9,309,8.6,303,8.4,265,7.4,245,6.8,255,7.1,212,5.9,184,5.1,173,4.8,3,0.1,208,5.8,290,8.0,158,4.4,2660,73.8,12,0.3,1072,29.7,0,0.0,2742,76.1,255,7.1,34,0.9,674,18.7,842,23.4,13,7.3,66,37.3,2011
26,3.1,34,4.1,2,0.2,691,82.7,145,17.3,836,100,24,0.1,36,0.5,79,9.4,250,29.9,9,1.1,'220918,3.3,1.6,0.6,0.8,1,1.2,0.7,0.6,2.1,14.3,5.2,0,0,2.3,0.9,2.9,3.9,14.4,16664,628,3.8,1217,7.3,1582,9.5,246,1.4,6681,40.1,1341,8.0,1357,8.1,1301,7.8,1273,7.6,1377,8.3,1313,7.9,1287,7.7,1222,7.3,1407,8.4,1177,7.1,962,5.8,850,5.1,50,0.3,895,5.4,1357,8.1,390,2.3,5831,35.0,112,0.7,1194,7.2,37,0.2,6324,38.0,1294,7.8,472,2.8,3056,18.3,8002,48.0,75,9,436,52.2,2011
17,2.7,26,4.1,1,0.2,615,96.2,24,3.8,639,100,49,0.6,28,0.7,15,2.3,36,5.6,5,0.8,'220919,0.7,0.2,0,0.2,0.2,0.2,0.4,0.4,3.2,2,1.4,0,0,0,1.6,0,2,16.1,7642,573,7.5,44,0.6,144,1.9,27,0.3,143,1.9,464,6.1,532,7.0,525,6.9,585,7.7,605,7.9,661,8.6,607,7.9,654,8.6,629,8.2,598,7.8,693,9.1,578,7.6,1,0.0,1612,21.1,420,5.5,90,1.2,489,6.4,42,0.5,44,0.6,9,0.1,707,9.3,738,9.7,195,2.6,982,12.9,6190,81.0,39,6.1,539,84.4,2011
9,2.6,6,1.7,1,0.3,216,61.9,133,38.1,349,100,6,0.1,3,0.1,28,8,89,25.5,3,0.9,'220920,4,3.2,3.3,0.8,0,0.3,2.3,0,1.6,6.1,3.2,0,0,0,0,0,2.3,7.2,6271,120,1.9,649,10.3,403,6.4,168,2.5,3364,53.6,542,8.6,511,8.1,512,8.2,503,8.0,437,7.0,474,7.6,434,6.9,417,6.6,496,7.9,404,6.4,403,6.4,340,5.4,22,0.4,500,8.0,525,8.4,251,4.0,2064,32.9,28,0.4,505,8.1,16,0.3,2837,45.2,597,9.5,205,3.3,911,14.5,3435,54.8,24,6.9,213,61,2011
15,1.7,3,0.3,0,0,608,69.9,262,30.1,870,100,2,0.0,26,0.4,54,6.2,549,63.1,2,0.2,'221801,2.8,1.3,2.8,1.7,2.7,6.5,17.3,9.7,4.7,0,6.9,0,0,0,0,14.3,5.9,20,7096,109,1.5,1426,20.1,915,12.9,0,0,4223,59.5,403,5.7,372,5.2,398,5.6,314,4.4,353,5.0,378,5.3,378,5.3,406,5.7,970,13.7,866,12.2,1079,15.2,783,11.0,0,0.0,0,0.0,388,5.5,8,0.1,3111,43.8,25,0.4,1426,20.1,4,0.1,4041,56.9,582,8.2,177,2.5,667,9.4,2755,38.8,70,8,247,28.4,2011
20,2.1,15,1.6,2,0.2,602,63.7,343,36.3,945,100,3,0.0,27,0.4,118,12.5,306,32.4,3,0.3,'221901,9.1,3.4,2.3,1.6,0.7,0.5,2.7,0.9,8.8,11,3,1.6,0.5,3.8,8.9,2.9,3.7,24.9,16987,270,1.6,541,3.2,2059,12.1,646,3.4,10744,63.2,1548,9.1,1315,7.7,1303,7.7,1236,7.3,1257,7.4,1233,7.3,1086,6.4,1116,6.6,1321,7.8,1100,6.5,1055,6.2,925,5.4,74,0.4,914,5.4,1550,9.1,868,5.1,6830,40.2,89,0.5,570,3.4,32,0.2,6429,37.8,2417,14.2,575,3.4,2915,17.2,7132,42.0,160,16.9,481,50.9,2011
0,0,1,1.4,0,0,61,82.4,13,17.6,74,100,0,0.0,1,0.2,1,1.4,16,21.6,0,0,'221904,10.6,1.7,1.9,0,3,0,0,0,9.8,0,0,0,0,0,0,11.1,0,100,1149,3,0.3,12,1.0,19,1.7,21,1.7,661,57.5,105,9.1,81,7.0,73,6.4,65,5.7,100,8.7,71,6.2,96,8.4,69,6.0,92,8.0,77,6.7,73,6.4,66,5.7,2,0.2,93,8.1,110,9.6,69,6.0,234,20.4,7,0.6,13,1.1,1,0.1,387,33.7,141,12.3,15,1.3,299,26.0,870,75.7,15,20.3,56,75.7,2011
0,0,0,0,0,0,13,100,0,0,13,100,1,0.5,1,1,0,0,3,23.1,0,0,'221905,0,0,0,0,0,0,6.3,0,0,.,0,0,0,.,0,100,0,0,196,0,0.0,3,1.5,3,1.5,0,0,86,43.9,7,3.6,12,6.1,15,7.7,17,8.7,15,7.7,16,8.2,11,5.6,12,6.1,16,8.2,14,7.1,15,7.7,11,5.6,1,0.5,7,3.6,19,9.7,15,7.7,28,14.3,0,0.0,3,1.5,0,0.0,68,34.7,14,7.1,0,0.0,68,34.7,165,84.2,1,7.7,10,76.9,2011
1,1.4,0,0,0,0,50,72.5,19,27.5,69,100,0,0.0,0,0,0,0,3,4.3,0,0,'221911,5.6,2.6,2.8,1.5,0,0,0,0,7.7,0,0,0,0,0,0,0,0,33.3,1028,3,0.3,3,0.3,5,0.5,1,0.1,305,29.7,65,6.3,77,7.5,79,7.7,78,7.6,71,6.9,64,6.2,96,9.3,75,7.3,79,7.7,89,8.7,69,6.7,89,8.7,3,0.3,76,7.4,77,7.5,17,1.7,98,9.5,3,0.3,3,0.3,0,0.0,247,24.0,97,9.4,10,1.0,387,37.6,909,88.4,7,10.1,65,94.2,2011
8,3.5,1,0.4,0,0,199,86.5,31,13.5,230,100,0,0.0,0,0,4,1.7,27,11.7,3,1.3,'221912,3.1,2.8,0.4,0,0,0,0.4,0.5,1.5,16.7,11.1,0,0,0,0,0,0,30,3331,77,2.3,13,0.4,95,2.9,8,0.2,521,15.6,232,7.0,247,7.4,242,7.3,263,7.9,269,8.1,254,7.6,260,7.8,266,8.0,254,7.6,237,7.1,217,6.5,214,6.4,10,0.3,88,2.6,263,7.9,103,3.1,453,13.6,9,0.3,16,0.5,2,0.1,547,16.4,257,7.7,109,3.3,737,22.1,2586,77.6,21,9.1,187,81.3,2011
1,7.1,1,7.1,0,0,13,92.9,1,7.1,14,100,0,0.0,0,0,0,0,7,50,1,7.1,'222901,0,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,.,138,1,0.7,1,0.7,0,0.0,1,0.5,71,51.4,12,8.7,9,6.5,10,7.2,9,6.5,10,7.2,6,4.3,10,7.2,13,9.4,6,4.3,6,4.3,11,8.0,17,12.3,0,0.0,2,1.4,8,5.8,11,8.0,77,55.8,0,0.0,1,0.7,0,0.0,21,15.2,10,7.2,1,0.7,47,34.1,59,42.8,1,7.1,4,28.6,2011
3,2.8,0,0,0,0,90,84.1,17,15.9,107,100,1,0.1,3,0.4,4,3.7,68,63.6,0,0,'223901,4.9,7.2,0.8,0.8,0.8,0,0,0,5.6,27.3,9.1,18.2,0,0,8.3,0,0,37.5,1803,6,0.3,104,5.8,74,4.1,66,3.4,1383,76.7,139,7.7,155,8.6,120,6.7,130,7.2,129,7.2,132,7.3,121,6.7,124,6.9,105,5.8,109,6.0,95,5.3,129,7.2,3,0.2,111,6.2,144,8.0,168,9.3,1331,73.8,10,0.6,115,6.4,0,0.0,827,45.9,149,8.3,15,0.8,685,38.0,367,20.4,20,18.7,32,29.9,2011
0,0,0,0,0,0,16,94.1,1,5.9,17,100,0,0.0,0,0,0,0,8,47.1,0,0,'223902,0,0,0,0,0,0,15.4,5,4.8,0,.,0,0,.,0,0,0,0,287,0,0.0,16,5.6,0,0.0,1,0.3,211,73.5,20,7.0,18,6.3,23,8.0,20,7.0,24,8.4,23,8.0,22,7.7,20,7.0,19,6.6,19,6.6,17,5.9,17,5.9,0,0.0,7,2.4,30,10.5,15,5.2,202,70.4,1,0.3,16,5.6,0,0.0,123,42.9,20,7.0,3,1.0,94,32.8,81,28.2,1,5.9,9,52.9,2011
0,0,0,0,0,0,8,72.7,3,27.3,11,100,0,0.0,0,0,0,0,5,45.5,0,0,'223904,17.6,5.6,6.3,0,0,0,0,0,0,0,0,33.3,0,0,50,0,0,0,229,0,0.0,23,10.0,0,0.0,1,0.4,122,53.3,18,7.9,20,8.7,20,8.7,19,8.3,18,7.9,16,7.0,19,8.3,13,5.7,17,7.4,16,7.0,11,4.8,14,6.1,0,0.0,5,2.2,16,7.0,12,5.2,74,32.3,2,0.9,16,7.0,0,0.0,84,36.7,16,7.0,0,0.0,105,45.9,153,66.8,3,27.3,6,54.5,2011
0,0,0,0,0,0,16,84.2,3,15.8,19,100,0,0.0,0,0,0,0,1,5.3,0,0,'224901,16.7,22.7,8.3,0,0,0,0,0,0,0,.,.,0,.,.,0,0,0,211,0,0.0,0,0.0,2,0.9,1,0.4,121,57.3,11,5.2,10,4.7,18,8.5,14,6.6,18,8.5,15,7.1,11,5.2,18,8.5,15,7.1,18,8.5,20,9.5,16,7.6,0,0.0,29,13.7,15,7.1,12,5.7,36,17.1,0,0.0,0,0.0,0,0.0,74,35.1,11,5.2,0,0.0,69,32.7,173,82.0,3,15.8,18,94.7,2011
0,0,0,0,0,0,8,80,2,20,10,100,0,0.0,0,0,0,0,2,20,0,0,'224902,0,0,0,0,0,0,0,0,0,0,0,.,0,.,0,33.3,0,.,103,0,0.0,1,1.0,0,0.0,1,0.7,63,61.2,5,4.9,5,4.9,5,4.9,5,4.9,12,11.7,6,5.8,9,8.7,9,8.7,10,9.7,9,8.7,9,8.7,10,9.7,0,0.0,4,3.9,3,2.9,6,5.8,25,24.3,0,0.0,1,1.0,0,0.0,31,30.1,15,14.6,0,0.0,44,42.7,78,75.7,1,10,8,80,2011
0,0,2,0.7,0,0,232,75.8,74,24.2,306,100,1,0.0,2,0.1,45,14.7,175,57.2,0,0,'225902,4,1.7,1.1,0.3,4.9,0,0.3,1.6,2.4,12.1,11.4,0,0,0,5.4,0,10.6,30,5290,26,0.5,1579,29.8,673,12.7,94,1.6,4363,82.5,405,7.7,357,6.7,384,7.3,379,7.2,364,6.9,329,6.2,361,6.8,384,7.3,446,8.4,370,7.0,310,5.9,290,5.5,0,0.0,232,4.4,403,7.6,508,9.6,3380,63.9,14,0.3,1887,35.7,0,0.0,3341,63.2,587,11.1,56,1.1,1331,25.2,1141,21.6,48,15.7,84,27.5,2011
0,.,0,.,0,.,0,.,0,.,0,.,0,0.0,0,0,0,.,0,.,0,.,'225905,6.7,8,0,6.7,23.1,0,0,0,3.8,.,0,0,0,50,0,0,0,0,155,0,0.0,76,49.0,2,1.3,0,0,151,97.4,24,15.5,15,9.7,24,15.5,18,11.6,19,12.3,11,7.1,17,11.0,14,9.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,1.9,13,8.4,0,0.0,135,87.1,0,0.0,76,49.0,0,0.0,122,78.7,14,9.0,0,0.0,0,0.0,18,11.6,0,.,0,.,2011
2,2.9,0,0,0,0,56,81.2,13,18.8,69,100,0,0.0,8,1.6,1,1.4,21,30.4,0,0,'225906,6.7,3.3,0,0,1.8,0,1.6,1.7,8.6,0,0,0,0,0,0,0,0,0,939,10,1.1,111,11.8,16,1.7,2,0.2,418,44.5,65,6.9,67,7.1,68,7.2,74,7.9,61,6.5,65,6.9,63,6.7,77,8.2,97,10.3,94,10.0,81,8.6,64,6.8,0,0.0,90,9.6,63,6.7,0,0.0,272,29.0,7,0.7,114,12.1,0,0.0,332,35.4,90,9.6,17,1.8,337,35.9,617,65.7,5,7.2,45,65.2,2011
0,.,0,.,0,.,0,.,0,.,0,.,0,0.0,2,2.2,0,.,0,.,0,.,'225907,0,0,2.2,0,3.8,0,0,0,0,50,0,0,0,0,0,0,0,25,452,2,0.4,88,19.5,0,0.0,2,0.4,282,62.4,49,10.8,39,8.6,53,11.7,51,11.3,60,13.3,60,13.3,46,10.2,44,9.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20,4.4,50,11.1,0,0.0,193,42.7,5,1.1,88,19.5,0,0.0,175,38.7,19,4.2,5,1.1,0,0.0,247,54.6,0,.,0,.,2011
0,0,0,0,0,0,9,90,1,10,10,100,0,0.0,1,0.4,1,10,6,60,0,0,'226801,1.9,3.9,2,2.1,0,3.1,0,0,6.5,.,0,0,0,0,0,0,0,0,745,11,1.5,6,0.8,24,3.2,0,0,334,44.8,94,12.6,56,7.5,55,7.4,54,7.2,50,6.7,75,10.1,72,9.7,43,5.8,62,8.3,34,4.6,25,3.4,13,1.7,0,0.0,0,0.0,112,15.0,0,0.0,318,42.7,0,0.0,10,1.3,0,0.0,276,37.0,45,6.0,32,4.3,74,9.9,360,48.3,0,0,3,30,2011
1,3.3,0,0,0,0,23,76.7,7,23.3,30,100,0,0.0,0,0,0,0,3,10,0,0,'226901,3.7,0,0,0,0,0,0,0,6.5,0,0,.,0,0,0,0,0,0,450,0,0.0,4,0.9,1,0.2,0,0,113,25.1,37,8.2,28,6.2,37,8.2,27,6.0,36,8.0,37,8.2,37,8.2,51,11.3,35,7.8,28,6.2,37,8.2,37,8.2,1,0.2,52,11.6,22,4.9,0,0.0,98,21.8,4,0.9,4,0.9,0,0.0,97,21.6,32,7.1,17,3.8,156,34.7,330,73.3,2,6.7,26,86.7,2011
5,0.5,15,1.5,2,0.2,722,73.4,262,26.6,984,100,1,0.0,4,0.1,45,4.6,496,50.4,10,1,'226903,2.5,1.3,0.2,0.2,0.2,0.5,0.8,0.5,1.9,2.1,1.7,0,0.7,0,0,1.6,0,17.9,14043,140,1.0,655,4.7,599,4.3,384,2.4,8683,61.8,1139,8.1,1199,8.5,1105,7.9,1086,7.7,1104,7.9,1009,7.2,1005,7.2,988,7.0,973,6.9,984,7.0,1004,7.1,937,6.7,103,0.7,511,3.6,1162,8.3,245,1.7,8017,57.1,55,0.4,659,4.7,14,0.1,5807,41.4,1627,11.6,164,1.2,2599,18.5,5054,36.0,87,8.8,411,41.8,2011
0,0,0,0,0,0,15,62.5,9,37.5,24,100,0,0.0,0,0,3,12.5,5,20.8,0,0,'226905,6.7,0,0,0,0,0,0,0,5.3,33.3,.,0,0,0,0,0,0,0,319,2,0.6,1,0.3,8,2.5,4,1.1,138,43.3,20,6.3,13,4.1,15,4.7,27,8.5,16,5.0,31,9.7,28,8.8,22,6.9,30,9.4,37,11.6,17,5.3,28,8.8,1,0.3,24,7.5,19,6.0,15,4.7,38,11.9,5,1.6,1,0.3,1,0.3,74,23.2,46,14.4,5,1.6,117,36.7,260,81.5,8,33.3,16,66.7,2011
1,1.2,0,0,0,0,62,75.6,20,24.4,82,100,0,0.0,1,0.2,0,0,19,23.2,0,0,'226906,1.4,1.6,0,1.7,0,0,1.4,0,4.2,0,0,0,0,0,0,0,0,0,1047,1,0.1,20,1.9,2,0.2,7,0.6,183,17.5,74,7.1,85,8.1,70,6.7,83,7.9,77,7.4,88,8.4,91,8.7,80,7.6,84,8.0,78,7.4,87,8.3,89,8.5,4,0.4,83,7.9,57,5.4,0,0.0,188,18.0,2,0.2,18,1.7,1,0.1,225,21.5,83,7.9,14,1.3,325,31.0,839,80.1,8,9.8,62,75.6,2011
2,2.4,0,0,0,0,70,85.4,12,14.6,82,100,0,0.0,3,0.6,1,1.2,22,26.8,1,1.2,'226907,10,3,1.3,1.5,2.6,0,0,0,13,0,11.1,0,9.1,0,0,0,0,40,1070,4,0.4,49,4.6,11,1.0,8,0.6,656,61.3,76,7.1,84,7.9,76,7.1,83,7.8,82,7.7,88,8.2,73,6.8,73,6.8,84,7.9,81,7.6,73,6.8,71,6.6,8,0.7,62,5.8,91,8.5,27,2.5,419,39.2,3,0.3,50,4.7,0,0.0,493,46.1,125,11.7,12,1.1,256,23.9,621,58.0,10,12.2,56,68.3,2011
0,0,0,0,0,0,13,86.7,2,13.3,15,100,0,0.0,0,0,0,0,5,33.3,0,0,'226908,0,0,0,0,0,4.8,0,0,8.3,0,0,0,0,0,0,0,.,0,274,3,1.1,11,4.0,1,0.4,2,0.7,135,49.3,19,6.9,16,5.8,20,7.3,24,8.8,16,5.8,25,9.1,27,9.9,25,9.1,18,6.6,17,6.2,15,5.5,20,7.3,0,0.0,16,5.8,19,6.9,13,4.7,92,33.6,0,0.0,11,4.0,1,0.4,83,30.3,26,9.5,2,0.7,39,14.2,175,63.9,2,13.3,10,66.7,2011
0,0,0,0,0,0,28,50,28,50,56,100,1,0.2,8,1.5,6,10.7,36,64.3,1,1.8,'227801,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,257,0,0.0,31,12.1,39,15.2,0,0,150,58.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,78,30.4,64,24.9,73,28.4,42,16.3,0,0.0,0,0.0,0,0.0,0,0.0,176,68.5,1,0.4,31,12.1,0,0.0,253,98.4,45,17.5,1,0.4,86,33.5,40,15.6,9,16.1,13,23.2,2011
0,.,0,.,0,.,0,.,0,.,0,.,0,0.0,0,0,0,.,0,.,0,.,'227803,0,0,0,5.3,5.3,0,0,0,0,0,0,0,0,0,0,0,0,.,232,6,2.6,0,0.0,8,3.4,0,0,81,34.9,32,13.8,30,12.9,25,10.8,29,12.5,22,9.5,18,7.8,16,6.9,13,5.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,47,20.3,0,0.0,106,45.7,1,0.4,0,0.0,0,0.0,63,27.2,20,8.6,8,3.4,0,0.0,103,44.4,0,.,0,.,2011
0,0,1,4.8,0,0,21,100,0,0,21,100,1,0.1,1,0.4,1,4.8,4,19,0,0,'227804,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3,728,17,2.3,100,13.7,128,17.6,0,0,298,40.9,65,8.9,63,8.7,64,8.8,64,8.8,64,8.8,64,8.8,64,8.8,62,8.5,32,4.4,29,4.0,29,4.0,32,4.4,0,0.0,4,0.5,64,8.8,32,4.4,218,29.9,1,0.1,101,13.9,1,0.1,252,34.6,64,8.8,15,2.1,11,1.5,348,47.8,1,4.8,15,71.4,2011
0,.,0,.,0,.,0,.,0,.,0,.,0,0.0,0,0,0,.,0,.,0,.,'227805,0,0,0,0,0,0,0,0,.,0,0,0,0,0,33.3,0,0,.,251,0,0.0,0,0.0,214,85.3,0,0,171,68.1,15,6.0,21,8.4,17,6.8,18,7.2,20,8.0,38,15.1,47,18.7,39,15.5,17,6.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19,7.6,0,0.0,27,10.8,0,0.0,0,0.0,0,0.0,1,0.4,32,12.7,9,3.6,0,0.0,1,0.4,0,.,0,.,2011
1,2.4,2,4.8,0,0,12,28.6,30,71.4,42,100,1,0.1,24,1.3,10,23.8,9,21.4,2,4.8,'227806,0,0,0,0,0,3.7,1.5,4.6,0,33.3,0,0,0,0,0,6.6,1.8,.,752,7,0.9,26,3.5,143,19.0,0,0,516,68.6,4,0.5,15,2.0,13,1.7,19,2.5,27,3.6,33,4.4,71,9.4,116,15.4,157,20.9,125,16.6,114,15.2,54,7.2,0,0.0,0,0.0,4,0.5,0,0.0,181,24.1,14,1.9,27,3.6,5,0.7,730,97.1,339,45.1,21,2.8,240,31.9,381,50.7,21,50,18,42.9,2011
0,0,0,0,0,0,19,95,1,5,20,100,2,0.5,2,1.3,0,0,5,25,0,0,'227814,3.7,3.3,0,0,0,0,0,0,.,.,.,.,0,0,.,.,.,.,346,12,3.5,0,0.0,21,6.1,0,0,4,1.2,29,8.4,31,9.0,31,9.0,29,8.4,29,8.4,30,8.7,30,8.7,29,8.4,25,7.2,18,5.2,22,6.4,18,5.2,0,0.0,0,0.0,25,7.2,0,0.0,68,19.7,3,0.9,0,0.0,0,0.0,0,0.0,4,1.2,10,2.9,0,0.0,232,67.1,0,0,15,75,2011
0,0,1,4.5,0,0,18,81.8,4,18.2,22,100,1,0.1,8,1.5,4,18.2,8,36.4,0,0,'227816,0,0,0,0,2.1,1.2,1.4,1.1,0,25,0,0,0,0,0,0,0,33.3,1930,283,14.7,231,12.0,208,10.8,0,0,997,51.7,121,6.3,143,7.4,119,6.2,158,8.2,212,11.0,316,16.4,272,14.1,204,10.6,113,5.9,84,4.4,44,2.3,22,1.1,0,0.0,301,15.6,122,6.3,0,0.0,1050,54.4,1,0.1,251,13.0,1,0.1,899,46.6,66,3.4,21,1.1,37,1.9,366,19.0,5,22.7,9,40.9,2011
0,.,0,.,0,.,0,.,0,.,0,.,0,0.0,1,4.3,0,.,0,.,0,.,'227817,13,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,.,0,221,2,0.9,38,17.2,104,47.1,0,0,193,87.3,21,9.5,23,10.4,24,10.9,16,7.2,20,9.0,17,7.7,20,9.0,14,6.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,3.6,32,14.5,34,15.4,95,43.0,3,1.4,40,18.1,0,0.0,102,46.2,17,7.7,2,0.9,0,0.0,15,6.8,0,.,0,.,2011
0,0,2,3.1,0,0,47,72.3,18,27.7,65,100,0,0.0,3,0.4,25,38.5,33,50.8,0,0,'227818,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,363,0,0.0,90,24.8,99,27.3,0,0,328,90.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,182,50.1,60,16.5,52,14.3,69,19.0,0,0.0,0,0.0,0,0.0,0,0.0,249,68.6,2,0.6,94,25.9,2,0.6,359,98.9,67,18.5,1,0.3,51,14.0,10,2.8,8,12.3,5,7.7,2011
0,.,0,.,0,.,0,.,0,.,0,.,0,0.0,0,.,0,.,0,.,0,.,'227819,0,0,0,0,0,.,.,.,0,0,0,0,0,0,.,.,.,0,259,2,0.8,38,14.7,39,15.1,0,0,176,68.0,39,15.1,40,15.4,40,15.4,40,15.4,40,15.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,3.5,40,15.4,20,7.7,167,64.5,0,0.0,38,14.7,1,0.4,116,44.8,20,7.7,1,0.4,0,0.0,49,18.9,0,.,0,.,2011
0,.,0,.,0,.,0,.,0,.,0,.,0,0.0,1,0.3,0,.,0,.,0,.,'227820,.,.,.,0,10.2,4.9,4.9,1.4,.,.,.,.,.,0,12.5,10,0,.,992,5,0.5,316,31.9,42,4.2,0,0,913,92.0,0,0.0,0,0.0,0,0.0,0,0.0,213,21.5,196,19.8,97,9.8,81,8.2,116,11.7,94,9.5,63,6.4,0,0.0,0,0.0,0,0.0,132,13.3,0,0.0,928,93.5,0,0.0,316,31.9,1,0.1,493,49.7,57,5.7,1,0.1,0,0.0,15,1.5,0,.,0,.,2011
0,.,0,.,0,.,0,.,0,.,0,.,0,0.0,0,.,0,.,0,.,0,.,'227821,0,2.3,0,0,8.6,0,.,.,6.8,0,33.3,33.3,0,28.6,.,.,.,50,375,9,2.4,15,4.0,27,7.2,0,0,68,18.1,63,16.8,57,15.2,60,16.0,60,16.0,43,11.5,32,8.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,60,16.0,0,0.0,79,21.1,7,1.9,15,4.0,0,0.0,192,51.2,24,6.4,13,3.5,0,0.0,240,64.0,0,.,0,.,2011
