DISTRICT,DPCTENGA,DPCTFLAA,DPCTG01A,DPCTG02A,DPCTG03A,DPCTG04A,DPCTG05A,DPCTG06A,DPCTGKGA,DPCTGMEA,DPCTMATA,DPCTSCIA,DPCTSOCA,DPSAINHP,DPSAMIFC,DPSAMIFP,DPSATOFC,DPSCTOFC,DPSCTOFP,DPSCTOSA,DPSECOFC,DPSETOFC,DPSETOFP,DPSOTOFC,DPSPCOFC,DPSPTOFC,DPSPTOFP,DPSSTOFC,DPSSTOFP,DPSSTOSA,DPST00FC,DPST00FP,DPST00SA,DPST01FC,DPST01FP,DPST01SA,DPST06FC,DPST06FP,DPST06SA,DPST11FC,DPST11FP,DPST11SA,DPST20FC,DPST20FP,DPST20SA,DPSTBAFC,DPSTBAFP,DPSTBIFC,DPSTBIFP,DPSTBLFC,DPSTBLFP,DPSTCOFC,DPSTCOFP,DPSTEXPA,DPSTFEFC,DPSTFEFP,DPSTGIFC,DPSTGIFP,DPSTHIFC,DPSTHIFP,DPSTINFC,DPSTINFP,DPSTKIDR,DPSTMAFC,DPSTMAFP,DPSTMSFC,DPSTMSFP,DPSTNOFC,DPSTNOFP,DPSTOPFC,DPSTOPFP,DPSTPAFC,DPSTPAFP,DPSTPHFC,DPSTPHFP,DPSTREFC,DPSTREFP,DPSTSPFC,DPSTSPFP,DPSTTENA,DPSTTOFC,DPSTTOFP,DPSTTOSA,DPSTURNR,DPSTVOFC,DPSTVOFP,DPSTWHFC,DPSTWHFP,DPSUTOFC,DPSUTOFP,DPSUTOSA,DPSXCOFC,DPSXTOFC,DPSXTOFP,YEAR
'001902,12.9,9.8,16.7,16.5,22,13.6,13,13.9,19,24,13,11.6,15.5,66.545,10.96,11.533,95.05,1.5,1.5781,57451.33,0.0,13.0,13.6764,0.0,0.0,61.0,64.17399999999999,3.636,3.8249,54602.41,3.0,5.914,25320,14.0,27.6,27829,9.0,17.7431,35296.88,12.0,23.656,38554.95,12.73,25.0872,44134.82,46.36,91.402,0.25,0.4982,2.0,3.943,0.0,0.0,13.1176,41.36,81.539,0.374,0.7367,2.0,3.943,0.0,0.0,11.4733,9.36,18.4606,4.36,8.5985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.4,81.624,6.0,11.828,5.5882,50.73,53.36600000000001,35633.6,7.904,2.696,5.314,46.73,92.11399999999999,5.14,5.4051,42717.84,0.0,21.05,22.1493,2006
'001903,14.1,14.6,19.8,18.3,17,15.1,21.4,13.4,21.2,.,14.2,15.6,17.6,65.519,17.42,9.277000000000001,187.73,5.0,2.6634,49980,0.0,25.68,13.6814,2.0,0.0,118.0,62.855,4.989,2.6576,58824.74,2.0,2.03,24240,19.0,19.289,27115.94,19.0,19.2864,32010.86,33.5,34.007,37729.94,25.01,25.3878,42165.43,78.98,80.171,0.27,0.276,1.0,1.015,9.926,10.076,14.0522,77.53,78.706,0.0,0.0,2.0,2.03,0.0,0.0,13.1358,20.98,21.2938,19.53,19.8293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.46,71.524,12.15,12.33,7.7913,98.51,52.473,35431.84,6.226,5.707000000000001,5.7937,95.51,96.954,9.5,5.0607,39476.02,0.0,44.05,23.4635,2006
'001904,13.2,17,16,14.4,12.7,13.6,12.3,14.8,15.5,.,14.5,14.7,13.9,64.344,5.0,3.958,126.31,2.8810000000000002,2.2808,55045.23,0.0,10.98,8.696,0.0,0.0,85.5,67.69,4.0,3.1667,49555.5,1.0,1.416,24740,12.0,16.987000000000002,26921.17,19.0,26.8961,32430.61,22.0,31.143,38783.21,16.64,23.5585,42037.6,61.0,86.35,0.0,0.0,1.0,1.416,3.208,4.5415,14.005999999999998,52.03,73.643,0.0,0.0,0.0,0.0,0.0,0.0,11.2817,18.62,26.3572,9.64,13.6501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.09,82.234,5.28,7.474,6.8929,70.65,55.928000000000004,35627.5,12.231,4.063,5.7505,69.65,98.584,7.98,6.3146,47211.91,0.0,29.83,23.6136,2006
'001906,13.3,10,13,11.7,12.5,13.6,20.4,17.9,17.3,.,9.5,15.4,14.5,66.414,2.0,4.2589999999999995,46.96,1.0,2.1295,80000,0.0,1.0,2.1295,0.0,0.0,33.0,70.278,2.0,4.2591,52500,9.001,32.145,27423.06,2.0,7.142,28235,5.0,17.8558,33904.03,8.0,28.572,40769.75,4.0,14.2849,45971.76,28.0,100.0,0.0,0.0,1.0,3.571,2.0,7.1428,9.931000000000001,23.0,82.14299999999999,0.0,0.0,0.0,0.0,0.0,0.0,11.7494,5.0,17.8573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.68,77.429,2.0,7.143,5.6897,28.0,59.63,35101.33,28,2.32,8.2846,27.0,96.429,2.0,4.2591,34520,0.0,12.96,27.5929,2006
'001907,18.9,19.4,18.6,17.9,19.1,24.5,22.4,15.4,18.2,.,19.1,16,18.9,64.368,134.88,25.873,521.31,5.0,0.9591,77883.4,0.0,47.83,9.1758,0.0,0.0,303.35,58.19,13.350999999999999,2.5611,49841.37,24.502,9.727,24555.51,51.0,20.247,26684.53,49.5,19.652,32337.94,69.05,27.412,39967.86,57.84,22.9617,43984.35,203.24,80.683,10.8,4.2862,18.64,7.398,14.618,5.8029,12.7727,197.9,78.564,0.5,0.1985,11.0,4.367,0.0,0.0,13.3862,54.0,21.4363,44.66,17.7291,4.0,1.588,9.652999999999999,3.8322,0.0,0.0,0.0,0.0,180.55,71.67699999999999,23.51,9.331,8.0099,251.9,48.321000000000005,35202.09,20.676,12.273,4.8723,222.27,88.235,33.1,6.3491,43796.06,0.0,170.12,32.634,2006
'001908,17,18.5,22.1,20,21,18.9,23.4,22.7,21.2,.,16.8,17.8,18.4,68.061,29.54,13.46,219.44,3.5669999999999997,1.6254,65619.04,17.9995,30.77,14.022,0.0,15.052999999999999,139.95,63.776,5.75,2.6203,54139.13,5.0,4.203,25520,21.97,18.465999999999998,27324.42,20.91,17.5758,32932.39,35.22,29.603,39041.56,35.87,30.1523,42772.01,95.06,79.907,0.0,0.0,7.0,5.885,6.2860000000000005,5.2843,14.1903,94.75,79.64399999999999,0.127,0.1066,3.0,2.522,0.0,0.0,15.0382,24.22,20.3565,23.9,20.0933,0.0,0.0,0.289,0.2428,0.0,0.0,0.0,0.0,89.99,75.642,15.86,13.331,8.226,118.96,54.213,36360.71,14.35,6.415,5.3926,108.96,91.594,11.67,5.3176,44248.98,3.0,48.72,22.201999999999998,2006
'001909,12.2,14.3,15,13.5,15,15,14,13.7,13,23.5,10,12.4,15.4,69.805,1.0,1.69,59.16,1.0,1.6902,73694,0.0,7.89,13.332,0.0,0.0,40.5,68.455,3.0,5.0706,49699,2.0,5.797000000000001,28763.63,6.0,17.391,29092.56,11.0,31.8837,34131.58,10.0,28.986,41027.33,5.5,15.9423,48042.83,26.5,76.812,0.0,0.0,0.0,0.0,2.168,6.2831,11.8795,27.5,79.709,0.0,0.0,0.0,0.0,1.0,2.8985,11.2751,7.0,20.2906,6.5,18.8399,0.0,0.0,0.0,0.0,0.0,0.0,1.5,4.3477,23.76,68.858,3.91,11.332,6.7952,34.5,58.313,37160.61,19.718,4.667,13.527000000000001,33.5,97.102,2.0,3.3804,47301,0.0,10.78,18.2132,2006
'002901,16.8,17.2,21.7,21.9,15.2,19,19.7,18,19.7,.,17.9,18.5,19.5,62.734,109.91,25.535999999999998,430.39,7.0,1.6264,80358.8,0.0,48.3,11.2234,0.0,0.0,250.22,58.136,7.292999999999999,1.6945,68071.9,7.898,3.733,31781.05,37.84,17.884,36808.02,36.0,17.0148,38635.06,70.74,33.433,43674.59,59.1,27.9345,52805.14,178.31,84.274,11.84,5.5944,1.0,0.473,23.412,11.0654,14.577,149.74,70.771,5.809,2.7454,20.85,9.852,1.0002,0.4727,13.697000000000001,61.84,29.2291,32.27,15.253,0.0,0.0,8.964,4.2365,1.0,0.4726,1.0,0.4726,132.04,62.409,19.01,8.985,10.2646,211.58,49.159,43695.67,8.531,10.505,4.965,187.73,88.729,24.34,5.656000000000001,50954.98,0.0,131.87,30.6403,2006
'003801,21.2,45,15,17.6,20,20,19.3,22.5,18.3,.,13,22,13,58.173,3.82,12.074000000000002,31.64,1.0,3.1601,60000,0.0,0.0,0.0,2.0,0.0,23.74,75.025,2.0,6.3202,30988,4.04,24.25,28762.25,7.57,45.455,30993.74,2.89,17.368,30487.32,1.73,10.362,36853.46,0.43,2.5651,58272.88,13.85,83.148,0.0,0.0,0.0,0.0,0.0,0.0,5.4422,14.77,88.63600000000001,0.0,0.0,0.0,0.0,0.0,0.0,13.2067,1.89,11.3644,1.62,9.7411,0.9470000000000001,5.6819,0.0,0.0,0.0,0.0,0.23800000000000002,1.4287,15.98,95.941,0.68,4.059,1.9349,16.66,52.641999999999996,31671.57,58.1,0.0,0.0,16.66,100.0,4.08,12.9033,21620.36,0.0,7.9,24.9749,2006
'003902,19.9,15.9,19.1,19,20.5,21.7,19.7,23.5,21.4,.,19.7,19.8,19.8,61.544,34.76,10.545,329.67,3.668,1.1128,74281.43,0.0,26.77,8.1215,6.21,0.0,201.77,61.205,9.857000000000001,2.99,57794.06,4.0,2.415,28561.49,50.5,30.487,29364.2,22.0,13.282,32477.62,52.0,31.394000000000002,38929.32,37.14,22.4229,43467.69,134.5,81.199,8.0,4.83,2.0,1.207,8.113,4.898,12.493,130.64,78.869,4.506,2.7201,3.0,1.811,0.0,0.0,14.6641,35.0,21.1308,30.14,18.1976,1.0,0.6037,13.238,7.9918,0.0,0.0,0.0,0.0,106.31,64.178,15.0,9.056000000000001,7.341,165.64,50.246,35923.58,10.933,10.479000000000001,6.3262,160.64,96.98100000000001,22.6,6.8567,43824.97,2.7731,101.12,30.6734,2006
'003903,19.1,19.8,18.9,18.8,19,19.5,19,19,19,.,19.3,21.4,22.2,62.55,434.79,33.53,1296.72,9.615,0.7415,86167.55,0.0,170.06,13.1145,4.05,0.0,743.43,57.331,36.321,2.801,63700.28,35.604,5.807,32698.82,167.42,27.307,32334.2,92.0,15.0058,34080.42,151.93,24.781,40848.42,166.14,27.099,48881.63,496.43,80.972,35.14,5.7318,82.57,13.467,43.419,7.082000000000001,13.2012,499.1,81.406,22.0,3.5883,28.0,4.567,1.0,0.1631,14.1299,114.0,18.5936,114.73,18.7125,1.936,0.3157,26.41,4.3076,2.0,0.3262,0.0,0.0,389.63,63.551,69.16,11.28,9.5623,613.1,47.28,39211.47,9.65,27.338,4.4591,499.53,81.476,84.39,6.5083,47546.65,0.4954,383.24,29.5543,2006
'003904,16.5,15,17.8,21.6,20.2,22,23,19.7,18.5,17,17.7,18.3,23,58.016,2.94,1.197,245.79,2.0,0.8137,81042.5,0.0,32.4,13.1825,6.11,0.0,142.99,58.178000000000004,8.464,3.4437,57894.5,13.0,11.081,26924.73,15.99,13.632,27010.91,26.0,22.1596,33299.53,34.36,29.284000000000002,38952.07,27.97,23.8446,43217.03,96.35,82.12200000000001,0.0,0.0,0.0,0.0,4.021,3.4274,13.3008,93.51,79.702,1.0,0.8524,0.0,0.0,0.0,0.0,14.3112,23.81,20.2982,20.97,17.8776,0.0,0.0,1.203,1.0253,0.0,0.0,0.0,0.0,88.97,75.833,11.07,9.436,9.015,117.32,47.732,35755.97,16.039,11.059000000000001,9.4264,117.32,100.0,15.21,6.188,42685.24,0.0,70.39,28.6399,2006
'003905,18.8,26.9,19.6,18.2,19,30.9,27.5,24,16.4,21,20.6,16.4,18,60.02,80.91,27.714000000000002,291.96,4.0,1.37,69746.25,0.0,35.85,12.2779,0.0,0.91,178.54,61.151,10.0,3.4251,51917.8,5.0,3.4589999999999996,28100.03,31.0,21.447,29354.86,29.0,20.0642,33721.07,43.0,29.750999999999998,41232.55,36.54,25.2779,48838.95,115.09,79.626,2.52,1.7417,10.0,6.917999999999999,7.0,4.843,14.0631,116.04,80.282,1.0,0.6919,8.0,5.535,0.0,0.0,12.9031,28.5,19.7184,29.45,20.3736,0.0,0.0,6.066,4.1971,1.0,0.6919,0.0,0.0,109.77,75.94800000000001,11.67,8.071,8.556000000000001,144.54,49.506,38646.39,13.914,6.515,4.5077,125.54,86.855,20.0,6.8502,46974.05,0.0,77.58,26.5706,2006
'003906,14.4,15,14.5,22.5,21,16,20.5,19.1,18,.,15.9,17.2,16,62.725,0.0,0.0,65.22,2.0,3.0666,78911.5,0.0,6.0,9.1997,0.0,0.0,43.0,65.931,2.0,3.0666,59171.5,1.0,2.9410000000000003,25441,8.0,23.529,27247.52,7.0,20.5875,33027.22,12.0,35.295,38070.92,6.0,17.6475,42561.54,28.0,82.352,0.0,0.0,0.0,0.0,2.0,5.8823,12.3235,28.0,82.352,0.0,0.0,0.0,0.0,0.0,0.0,14.2352,6.0,17.6475,5.0,14.707,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.9409,27.05,79.565,2.46,7.229,8.2941,34.0,52.132,34906.93,17.564,2.49,7.3241,34.0,100.0,5.0,7.6664,40655,0.0,16.22,24.8689,2006
'003907,18,15.5,20.4,17.5,17.2,17,20.9,18.6,18.7,2,18.3,20.2,20.1,67.522,11.48,4.921,233.29,3.0,1.286,68251.67,0.0,35.0,15.0028,0.4,0.0,147.01,63.015,8.452,3.6231,52732.29,7.0,5.7589999999999995,26991.29,25.0,20.569000000000003,29162.95,26.0,21.3904,34250.88,37.55,30.891,41276.32,26.0,21.3907,43809.43,102.55,84.368,2.17,1.7878,0.0,0.0,3.0,2.468,12.5441,102.01,83.917,6.1339999999999995,5.0461,3.0,2.468,0.0,0.0,13.5495,19.55,16.0826,19.0,15.6317,0.0,0.0,2.7710000000000004,2.2799,0.0,0.0,0.0,0.0,87.66,72.117,13.2,10.857999999999999,7.7206,121.55,52.104,37001.18,13.366,6.6160000000000005,5.4432,118.55,97.53200000000001,14.0,6.0011,41124.07,0.0,51.28,21.9825,2006
'004901,20.2,20.5,22.3,20.5,20.5,18.3,23.7,25.5,18.5,.,20.4,21.2,23.2,60.37,101.43,19.838,511.32,10.0,1.9557,63708.6,0.0,62.6,12.2427,0.0,0.0,298.36,58.351000000000006,13.0,2.5425,53273.38,18.025,7.667000000000001,32253.04,51.91,22.08,32422.52,38.24,16.2646,36058.87,71.97,30.614,42060.57,54.95,23.3748,46343.52,166.17,70.683,2.12,0.9031,1.0,0.425,7.54,3.207,12.449000000000002,180.36,76.71600000000001,1.841,0.7832,16.0,6.806,0.0,0.0,14.1685,54.74,23.2836,66.93,28.4668,1.0,0.4253,9.105,3.8729,2.0,0.8507,1.0,0.4254,175.65,74.71300000000001,24.24,10.312000000000001,7.0235,235.1,45.979,39205.56,18.634,14.595,6.2081,216.1,91.91799999999999,40.26,7.874,43339.01,0.0,150.36,29.4058,2006
'005901,13.3,14.2,23,20.5,30.9,24.9,17.5,23.1,12.9,.,14.3,14.2,15.8,72.185,1.0,1.151,86.86,1.0,1.1513,83500,0.0,13.86,15.9576,0.0,0.0,56.99,65.609,2.0,2.3025,61000,2.0,4.081,33519.17,12.0,24.49,27629.67,11.0,22.4491,32536.66,12.0,24.49,40446.34,12.0,24.4901,42092.6,44.0,89.79700000000001,0.17,0.3402,0.0,0.0,0.5489999999999999,1.1194,12.2182,36.0,73.47,0.0,0.0,0.0,0.0,0.0,0.0,10.2247,13.0,26.5304,4.0,8.1628,0.0,0.0,0.0,0.0,1.0,2.0409,1.0,2.0405,39.86,81.358,4.8,9.79,8.0545,49.0,56.411,35652.37,8.738,3.622,7.3922,48.0,97.959,4.99,5.7441,40528.12,0.0,16.01,18.4338,2006
'005902,12.5,12.9,14.6,20.2,18.6,17.1,20.8,16.2,17,5,12.3,13.6,13.8,66.654,6.43,5.638,114.0,2.0,1.7543,69050,0.0,14.36,12.5993,0.0,0.0,78.77,69.097,3.0,2.6315,59666.67,1.77,2.6260000000000003,24530.01,11.0,16.315,26197.24,16.0,23.7333,30783.81,20.65,30.625,40116.01,18.0,26.701,41253.42,62.77,93.10600000000001,0.0,0.0,0.0,0.0,3.775,5.5993,14.2503,46.77,69.373,0.321,0.4763,1.0,1.484,0.0,0.0,12.0735,20.65,30.6271,4.0,5.9341,0.0,0.0,0.0,0.0,0.0,0.0,0.647,0.9602,55.82,82.8,3.23,4.797,7.5616,67.42,59.138999999999996,35524.75,10.197,4.266,6.3274,66.42,98.516,6.35,5.572,37344.6,0.0,20.87,18.3037,2006
'005903,6.9,.,1,3,.,.,.,.,5,7.5,4.9,8,6.2,71.184,0.0,0.0,19.5,0.0,0.0,.,0.0,2.0,10.2547,0.0,0.0,13.5,69.233,1.0,5.1281,50000,4.0,33.328,25830.72,1.0,8.335,27670,1.0,8.3329,32280,4.0,33.336999999999996,38404.9,2.0,16.6667,41300,12.0,100.0,0.0,0.0,0.0,0.0,0.5,4.1665,10.5,10.0,83.333,0.0,0.0,0.0,0.0,0.0,0.0,5.3331,2.0,16.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.23,76.91,1.0,8.332,5.9167,12.0,61.541000000000004,33291.56,31.784,1.271,10.5911,12.0,100.0,0.5,2.5641,18000,0.0,4.0,20.5125,2006
'005904,15.1,15.2,21.4,20.9,16.2,22.1,15.9,19.3,19,.,12.1,16,17.9,64.795,5.0,8.196,61.0,1.0,1.6392,75000,0.0,6.32,10.3626,0.0,0.0,39.23,64.313,2.343,3.8406,62475.25,2.0,5.906000000000001,24240,4.0,11.811,29316,7.66,22.6104,32840.68,15.55,45.92100000000001,38326.31,4.66,13.7523,42203.7,32.86,97.04700000000001,1.75,5.1531,0.0,0.0,1.0,2.9531,12.0455,28.55,84.30799999999999,0.0,0.0,1.0,2.9530000000000003,0.0,0.0,15.0608,5.31,15.6916,1.0,2.9531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.24,80.449,1.71,5.052,9.4318,33.86,55.50899999999999,35723.11,6.234,2.165,6.3934,32.86,97.04700000000001,2.03,3.3239,36894.43,0.0,15.45,25.3244,2006
'006902,12.4,11,10.5,12,15.5,12,13.5,13.8,16,.,10.7,12.9,13.6,68.86,1.0,1.643,60.87,2.0,3.2856,50474.5,0.0,3.68,6.0403,0.0,0.0,44.57,73.225,1.369,2.249,45246.08,0.0,0.0,.,11.0,27.798000000000002,28178.43,9.19,23.2099,34850.89,12.0,30.326,40864.6,7.39,18.6668,45312.5,37.11,93.765,0.0,0.0,0.0,0.0,0.594,1.4999,12.431,32.44,81.98,0.0,0.0,0.0,0.0,0.0,0.0,9.3492,7.13,18.0196,2.47,6.2351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.95,83.25,3.77,9.519,7.53,39.58,65.015,36772.65,2.567,2.2680000000000002,5.7318,39.58,100.0,1.63,2.6755,47809.57,0.0,12.62,20.7346,2006
'007901,14.3,13.9,15,15.8,17,10.7,16,21,10.6,.,13.4,12.1,14.1,61.984,36.0,43.903,82.0,2.0,2.4391,65150.5,0.0,15.06,18.3632,0.0,0.0,46.94,57.246,3.0,3.6586,58992.67,2.72,6.809,22466.31,6.86,17.179000000000002,29817.94,9.5,23.7843,35993.94,8.86,22.184,42982.3,12.0,30.0428,46368.27,29.44,73.71300000000001,3.05,7.6267,0.0,0.0,1.5,3.7555,14.267999999999999,30.5,76.36,0.0,0.0,5.86,14.675,0.0,0.0,12.9691,9.44,23.6399,10.5,26.287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.38,73.55199999999999,3.0,7.511,7.7526,39.94,48.71,38678.89,28.823,3.0180000000000002,7.5551,34.08,85.325,2.0,2.4388,46913,0.0,20.0,24.3907,2006
'007902,21.8,31.4,19.5,12.3,19.4,21.3,18.3,18.1,20,.,21.5,17.2,22.6,62.42,77.12,40.079,192.41,1.0,0.5197,78000,0.0,27.4,14.2397,0.0,0.0,112.5,58.47,8.0,4.1578,61057.38,24.502,25.002,31986.36,19.0,19.387,32437.94,17.0,17.347,38363.87,18.0,18.367,46331.37,19.5,19.8976,48709.31,79.0,80.613,0.73,0.7483,0.0,0.0,1.0,1.0204,9.8246,66.0,67.348,0.0,0.0,17.0,17.347,0.0,0.0,13.1834,32.0,32.6522,19.0,19.3875,0.0,0.0,5.388,5.4974,0.0,0.0,0.0,0.0,75.6,77.137,7.64,7.792999999999999,5.5658,98.0,50.934,39142.36,20.972,7.648,7.8041,81.0,82.65299999999999,5.5,2.8584,48028.99,1.0,52.51,27.2901,2006
'007904,16.5,19.9,20.7,19.5,19.6,21.8,23.6,18.3,21.2,.,18.8,19.2,18.1,61.993,115.8,50.292,230.25,5.0,2.1715,63926.4,0.0,19.26,8.3668,3.0,0.0,134.46,58.397,6.117000000000001,2.6567,54391.97,16.967,15.392000000000001,31664.22,30.89,28.019000000000002,31512.55,18.0,16.3284,37636.89,31.38,28.468000000000004,44529.36,13.0,11.7925,47472.44,95.35,86.5,0.31,0.2826,0.0,0.0,7.49,6.7951,9.4451,73.98,67.117,0.067,0.0611,33.09,30.018,0.0,0.0,14.2611,36.25,32.883,14.88,13.5003,0.0,0.0,1.716,1.5567,0.0,0.0,0.0,0.0,83.56,75.807,9.83,8.917,5.3419,110.23,47.873000000000005,38123.59,21.713,7.252999999999999,6.5803,77.14,69.982,13.11,5.6954,43314.44,0.0,76.53,33.2362,2006
'007905,19.6,20,17.9,18.3,17.6,17.8,17.2,18.3,19.1,.,16.7,21.1,21.4,65.44,207.2,38.28,541.27,8.604,1.5897,74982.51,1.5283,77.04,14.2339,0.0,12.363,315.75,58.335,14.630999999999998,2.7031,65301.22,30.829,11.988,33539.81,69.9,27.180999999999997,33033.33,59.0,22.9429,34919.86,56.4,21.933000000000003,41358.67,41.03,15.9539,48359.74,223.65,86.97,0.68,0.2629,0.0,0.0,20.339000000000002,7.9091,10.2841,196.56,76.437,3.92,1.5243,51.94,20.199,0.9998,0.3888,13.450999999999999,60.59,23.5628,30.51,11.863,2.0,0.7777,4.025,1.565,0.0,0.0,1.0,0.3889,180.03,70.01,36.98,14.379000000000001,6.7867,257.15,47.51,37798.06,19.88,11.185,4.3497,204.21,79.413,35.36,6.5321,49637.56,4.5,148.48,27.4316,2006
'007906,17.6,18.8,19.1,15.8,14.8,18,20.2,21.1,18.6,.,17.6,17.8,17.7,58.428,147.01,54.775,268.39,4.0,1.4904,70031.75,0.0,39.73,14.8026,0.0,0.0,146.54,54.6,8.086,3.0127,58382.29,19.798,15.972000000000001,27078.72,27.54,22.215999999999998,28843.01,23.22,18.7296,34661.93,25.34,20.447,41838.88,28.06,22.635,47659.55,96.34,77.722,2.36,1.9027,2.0,1.6130000000000002,9.927,8.0083,11.3009,91.64,73.935,0.191,0.1543,43.56,35.146,0.0,0.0,13.7955,32.31,26.0652,26.61,21.4711,1.0,0.8068,1.143,0.9223,0.0,0.0,0.0,0.0,94.69,76.392,10.78,8.698,7.4033,123.95,46.185,36567.44,24.862,4.862,3.9219999999999997,78.39,63.24100000000001,10.5,3.9123,44293.9,0.0,82.12,30.5971,2006
'008901,17.1,22.4,19.7,18.2,18.1,18.1,19.9,18.7,17.7,-2,17.6,20.4,21.4,60.912,51.9,16.471,315.12,3.0,0.9520000000000001,93987.33,0.0,39.27,12.4612,0.0,0.0,186.32,59.126000000000005,8.0,2.5388,62611.99,11.0,6.903,27740,29.7,18.641,32055.56,26.62,16.7078,35817.47,55.01,34.519,41631.89,37.02,23.2294,46125.68,132.55,83.181,3.68,2.3067,7.0,4.393,0.872,0.547,13.4872,127.65,80.105,1.419,0.8902,2.0,1.255,0.0,0.0,13.7619,31.7,19.8952,25.8,16.1915,0.0,0.0,2.807,1.7617,0.0,0.0,1.0,0.6274,127.3,79.882,15.3,9.603,8.8249,159.35,50.568999999999996,38960.29,15.626,7.982,5.0087,150.35,94.352,15.96,5.0654,44467.27,0.0,89.54,28.4132,2006
'008902,17.7,19.6,18.7,18.6,17.9,17.2,18,16.7,19.9,10,17.4,17,19.5,70.401,64.13,17.257,371.62,5.122999999999999,1.3786,76228.38,0.0,50.28,13.5308,3.0,0.0,244.36,65.755,9.0,2.4219,64321.11,11.466,5.744,33487.25,49.47,24.78,34538.81,34.0,17.0331,36809.22,48.21,24.15,44558.35,56.48,28.293000000000003,52436.55,178.16,89.24600000000001,11.92,5.9693,9.73,4.873,3.642,1.8243,13.3134,168.32,84.32,1.476,0.7396,5.3,2.655,0.0,0.0,12.8391,31.3,15.6805,21.47,10.7535,0.0,0.0,9.567,4.7925,0.0,0.0,0.0,0.0,142.5,71.383,17.91,8.972000000000001,8.3266,199.62,53.718,42348.65,9.111,12.616,6.3197,184.6,92.47200000000001,30.61,8.2369,50181.68,3.0,76.98,20.7139,2006
'008903,15.9,16.4,19.3,18.7,13.6,16.2,13.1,11.5,14.8,.,14.7,16,15,63.369,24.73,17.705,139.69,2.0,1.4317,67075,0.0,17.0,12.1697,0.0,0.0,86.47,61.902,3.8760000000000003,2.7747,71403.58,2.0,2.7560000000000002,24551.67,14.0,19.289,30898.6,15.1,20.8026,37066.9,24.32,33.515,44152.97,17.16,23.6386,50556.35,59.4,81.84899999999999,7.17,9.873,0.0,0.0,1.0,1.3779,13.8129,50.87,70.098,2.066,2.8467,4.0,5.5120000000000005,0.0,0.0,11.7393,21.7,29.9017,12.42,17.1109,0.755,1.0396,0.142,0.1962,0.0,0.0,0.0,0.0,53.31,73.454,5.6,7.712000000000001,8.3928,72.58,51.955,41095.84,17.351,3.295,4.5395,68.58,94.488,8.02,5.7407,44022.77,0.0,36.22,25.928,2006
'009901,15.5,14,16.4,14,15,15.9,15.3,14.2,15.8,.,16,15.9,16.8,69.646,52.47,22.840999999999998,229.73,4.0,1.7412,75435.75,0.0,33.9,14.7556,0.0,0.0,152.71,66.473,7.0,3.0469999999999997,63202.71,7.0,5.635,26639.43,30.7,24.711,29352.71,16.0,12.8791,34263.92,47.3,38.078,39936.67,23.23,18.6965,45591.92,103.99,83.709,12.02,9.6752,0.0,0.0,6.527,5.2543,12.3628,97.11,78.17,0.16699999999999998,0.1342,10.0,8.05,0.0,0.0,12.0824,27.12,21.8303,20.24,16.2909,0.0,0.0,1.517,1.2207,0.0,0.0,0.0,0.0,89.27,71.859,10.71,8.621,7.8154,124.23,54.076,36898.67,13.801,4.02,3.2355,114.23,91.95,17.48,7.6088,44328.43,0.6752,43.12,18.7713,2006
'010901,11.6,9.8,14,13,22,12.5,11,15.5,13,40,9.1,11.3,14.8,64.85,2.98,4.093999999999999,72.89,2.0,2.7439999999999998,68193.5,0.0,7.87,10.8005,0.26,0.0,45.79,62.818999999999996,2.0,2.7439999999999998,65072,0.9840000000000001,2.661,20143.29,8.0,21.63,28526.51,9.0,24.3354,35713.45,10.0,27.038,41323.21,9.0,24.3351,43642.97,29.0,78.41199999999999,0.29,0.7725,0.0,0.0,1.083,2.9291,13.9544,26.0,70.301,3.45,9.3282,1.0,2.7039999999999997,1.0,2.7039,8.8958,10.98,29.6991,7.0,18.927,0.9840000000000001,2.6606,0.7,1.893,0.0,0.0,0.0,0.0,23.56,63.693000000000005,4.51,12.181,4.9251,36.98,50.742,37191.07,26.857,3.403,9.2025,34.98,94.59200000000001,4.8,6.5887,45383.37,0.0,19.23,26.3806,2006
